Key,SourceString,Context
"Talent_Fencer_ConsecutiveMeleeHitsBonus_Description","Each consecutive hit increases your Damage by {0}, capped after {1} hits.",""
"Talent_Fencer_ConsecutiveMeleeHitsBonus_Buff_Description","Damage increased by {0} per effect stack. Stacks limit: {1}",""
"Talent_Fencer_CritChanceForPerfectBlock_Description","After a Perfect Block, your Critical Hit Chance is increased by {0} for {1}s.",""
"Talent_Fencer_CritChanceForPerfectBlockBonus_Description","Critical Hit Chance increased by {0}",""
"Talent_Fencer_DamageForSoloEnemy_Description","When only one enemy is within 10m, your melee attacks deal {0} bonus Damage.",""
"Talent_Fencer_HealForKill_Description","On enemy kill, you gain an effect for {0} seconds, restoring {1} Health per tick.",""
"Talent_Fencer_HealForKill_GE_Status_Name","Executioner’s Grace",""
"Talent_Fencer_HealForKill_GE_Status_Description","You restore {0} Health per tick",""
"Talent_Fencer_LessStaminaForDash_Description","Dash and Jump actions consume {0} less Stamina.",""
"Talent_Fencer_OneHandedDamage_Description","Increases one-handed weapon Damage by {0}.",""
"Talent_Fencer_OneHandedMeleeCritChance_Description","Increases Critical Hit Chance with one-handed melee weapons by {0}.",""
"Talent_Fencer_PassiveReloadBoostForPerfectBlock_Description","Perfect Blocks restore {0} of your current Passive Gun Reload progress.",""
"Talent_Fencer_PassiveReloadBoostForPerfectDodge_Description","Perfect Dashes restore {0} of your current Passive Gun Reload progress.",""
"Talent_Fencer_RiposteDamageBonus_Description","<T_NEG>NOT IMPLEMENTED YET</> \r\nIncreases Riposte Damage by {1}","\""\""\"""
"Talent_Fencer_SlashDamage_Description","Increases Slash Damage by {0}.",""
"Talent_Marksman_ActiveReloadSpeedBonus_Name","Quick Hand",""
"Talent_Marksman_ConsecutiveRangeHitsBonus_Name","Bulletstorm",""
"Talent_Marksman_DamageForAimingState_Name","Sniper's Focus",""
"Talent_Marksman_DamageForDistance_Name","Extended Reach",""
"Talent_Marksman_DamageForPointBlank_Name","Muzzle Reach",""
"Talent_Marksman_Overpenetration_Name","Overpenetration",""
"Talent_Marksman_PassiveReloadBonus_Name","Planning Ahead",""
"Talent_Marksman_PierceDamage_Name","Deep Impact",""
"Talent_Marksman_RangeCritDamageBonus_Name","Bull's Eye",""
"Talent_Marksman_RangeDamageBonus_Name","Firearm Training",""
"Talent_Marksman_ReloadForKill_Name","Deadly Hunter",""
"Talent_Marksman_ActiveReloadSpeedBonus_Description","Improves Active Reload Speed by {0}.",""
"Talent_Marksman_ConsecutiveRangeHitsBonus_Description","Consecutive ranged hits without missing grant a stacking {0} Damage bonus to your next shot, capped after {1} hits.",""
"Talent_Marksman_ConsecutiveRangeHitsBonus_Buff_Description","Range Damage increased by {0} per effect stack. Stacks limit: {1}.",""
"Talent_Marksman_DamageForAimingState_Description","While aiming, you gain {0} bonus Damage every {1}s, capped after {2} stacks.",""
"Talent_Marksman_DamageForAimingState_Status_Name","Sniper's Focus",""
"Talent_Marksman_DamageForAimingState_Status_Description","Damage increased by {0} per effect stack. Stacks limit: {1}",""
"Talent_Marksman_DamageForDistance_Description","Shots deal {0} bonus Damage per 10m between you and the target.",""
"Talent_Marksman_DamageForPointBlank_Description","Shots deal {0} bonus Damage at close range (below 10m).",""
"Talent_Marksman_Overpenetration_Description","Shots penetrate enemies. After penetrating enemies bullets deal {0} less damage.","\""\""\"""
"Talent_Marksman_PassiveReloadBonus_Description","Improves Passive Gun Reload Speed by {0}.",""
"Talent_Marksman_PierceDamage_Description","Increases Pierce Damage by {0}.",""
"Talent_Marksman_RangeCritDamageBonus_Description","Hitting a critical spot deals {0} bonus Damage.",""
"Talent_Marksman_RangeDamageBonus_Description","Increases Ranged Damage by {0}.",""
"Talent_Marksman_ReloadForKill_Description","Killing an enemy has a {0} chance to instantly reload your weapon.",""
"Talent_Toughguy_BlockPostureConsumptionBonus_Name","Flawless Defence",""
"Talent_Toughguy_DamageResistForHP_Name","Pain Tolerance",""
"Talent_Toughguy_ExtraHP_Name","Stout Frame",""
"Talent_Toughguy_HealEffectiveness_Name","Stitches and Rum",""
"Talent_Toughguy_MeleeDamageResist_Name","Just a Flesh Wound",""
"Talent_Toughguy_ResistForManyEnemies_Name","Outnumbered",""
"Talent_Toughguy_SaveOnLowHP_Name","Too Angry to Die",""
"Talent_Toughguy_StaminaBonus_Name","Marathon Runner",""
"Talent_Toughguy_TempHPForDamageRecivedBonus_Name","You Will Answer for This",""
"Talent_Toughguy_BlockPostureConsumptionBonus_Description","Blocks consume {0} less Posture Points.",""
"Talent_Toughguy_DamageForManyEnemies_Name","Outnumbered",""
"Talent_Toughguy_DamageForManyEnemies_Description","When you are close to two enemies or more, you gain {0} Melee Damage bonus.",""
"Talent_Toughguy_DamageForManyEnemies_GE_Status_Name","Outnumbered",""
"Talent_Toughguy_DamageForManyEnemies_GE_Status_Description","Melee Damage increased by {0}",""
"Talent_Toughguy_DamageResistForHP_Description","For every {2} Health lost you gain an effect stack granting you {1} Damage Resistance.",""
"Talent_Toughguy_DamageResistForHP_Status_Name","Pain Tolerance",""
"Talent_Toughguy_DamageResistForHP_Status_Description","Damage Resistance increased by {0} per effect stack",""
"Talent_Toughguy_ExtraHP_Description","Increases maximum Health by {0}.",""
"Talent_Toughguy_HealEffectiveness_Description","You gain {0} increased effect from Healing.",""
"Talent_Toughguy_MeleeDamageResist_Description","Increases melee Damage Resistance by {0}.",""
"Talent_Toughguy_ResistForManyEnemies_Description","When you are close to two enemies or more, you gain {0} Damage Resistance.",""
"Talent_Toughguy_ResistForManyEnemies_Status_Name","Outnumbered",""
"Talent_Toughguy_ResistForManyEnemies_Status_Description","Damage Resistance increased by {0}",""
"Talent_Toughguy_SaveOnLowHP_Description","When you receive a killing blow, instantly restore {1} Health. Cooldown: {2} min.","\""\""\"""
"Talent_Toughguy_SaveOnLowHP_Status_Name","Too Angry to Die: Cooldown","\""\""\"""
"Talent_Toughguy_SaveOnLowHP_Status_Description","Talent effect is on a cooldown","\""\""\"""
"Talent_Toughguy_StaminaBonus_Description","Grants {0} additional Stamina.",""
"Talent_Toughguy_TempHPForDamageRecivedBonus_Description","Increases Temporal Health gain when taking damage by {0}.",""
"Talent_Crusher_DamageForMultipleTargets_Status_Name","Momentum",""
"Talent_Crusher_DamageForMultipleTargets_Status_Description","Damage increased by {0} per effect stack.",""
