Key,SourceString,Context
"Creature_SenkamatiCorrupted_Regular_Warrior","Plague Warrior","Чумной Воин"
"Creature_SenkamatiCorrupted_Regular_Hunter","Plague Hunter","Чумной Охотник"
"Creature_SenkamatiCorrupted_Regular_Shaman","Plague Witch",""
"Creature_SenkamatiCorrupted_Regular_Shaman_Totem","Witch Totem","Чумной Шаман"
"Creature_SenkamatiCorrupted_Regular_Bomber","Plague Bomber","Чумной Метатель"
"Creature_SenkamatiCorrupted_Giant_Shaker","Plague Crusher","Чумной Крушитель"
"Creature_SenkamatiCorrupted_Giant_Berserker","Plague Berserker","Чумной Берсерк "
"Creature_SenkamatiCorrupted_Giant_ChickChan","Chick Chan",""
"Creature_Name_CrocodileCorrupted_JokesOfTheGods","Itzeltek Sentinel",""
"Creature_Name_Blackbeard_Musketeer_JimGodart","Jim Godart",""
"Creature_Name_Blackbeard_Sergeant_SteedBonet","Steed Bonet",""
"Creature_Name_Blackbeard_Grenadier_EddieLowe","Eddie Lowe",""
"CarryObject_Name_Bowl","Храмовая чаша",""
"CarryObject_Name_Vase","Тяжелая ваза",""
"CarryObject_Name_Stone","Камень",""
"Marker_Name_ShallowBoat","Boat",""
"Marker_Name_Deathmark","Death place",""
"Marker_Name_LandmarkAlias","Landmark:\r\n{name}",""
"Marker_Name_NewMark","New mark",""
"Marker_Name_Ship","Ship",""
"Marker_Name_DiscoveredGeneric","Opened Location",""
"POI_Undiscovered_Name","Unknown Location",""
"POI_SandBeach_Shipwreck_Name","Обломки кораблекрушения",""
"POI_CoastJungle_PirateBase_Name","Pirate base",""
"POI_CoastJungle_PirateOutpost_Name","Pirate outpost",""
"POI_Swamp_CultistCamp_Name","Cultist camp",""
"POI_DarkJungle_AncientRuins_Name","Ancient ruins",""
"POI_FishSpot_Name","Fish spot",""
"POI_Firebowl_Name","Жаровня",""
"InteractionTarget_FastTravel_Name","You must build at least two Fast Travel Bells to use it","Для использования необходимо построить вторую Рынду Быстрого Перемещения"
"InteractionTarget_RoofRequired","Требуется крыша","Должна находиться под крышей"
"InteractionTarget_ShelterRequired","Требуется укрытие","Должна находиться в укрытии"
"InteractionTarget_FishTrap_Name","There aren't any fish here.","Здесь рыбов нет"
"InteractionTarget_Furance_Name","Не должна находиться под крышей","Не должна находиться под крышей"
"InteractionTarget_Kiln_Name","Не должна находиться под крышей","Не должна находиться под крышей"
"InteractionTarget_Employee","Требуется крыша",""
"InteractionTarget_ShipSeller","Ship seller",""
"InteractionTarget_DigNode_T01_Name","Требуется лопата","Нужна лопата"
"InteractionTarget_MineralNode_T00","Требуется каменная кирка или лучше","Нужна кирка"
"InteractionTarget_MineralNode_T01","Требуется медная кирка или лучше","Нужна кирка Т2"
"InteractionTarget_MineralNode_T02","Требуется железная кирка или лучше","Нужен топор "
"InteractionTarget_MineralNode_T03","Требуется болотная кирка или лучше",""
"InteractionTarget_BritishStorage_T04","Требуется железная кирка или взрывная бочка",""
"InteractionTarget_BigVolcanicBomb_T04","Разрушается при помощи бочки с порохом",""
"Mineral_HollowStone_Name","Пустотелый камень",""
"InteractionTarget_SegmentTree_T01","Требуется каменный топор или лучше",""
"InteractionTarget_SegmentTree_T02","Требуется медный топор или лучше",""
"InteractionTarget_SegmentTree_T03","Требуется железный топор или лучше",""
"InteractionTarget_SegmentTree_T04","Требуется болотный топор или лучше",""
"InteractionTarget_DummyMineralNode","Уничтожается при получении урона",""
"InteractionTarget_IsraelHands_Easy","Die 3 times",""
"InteractionTarget_IsraelHands_Hard","Kill Israel Hands first",""
"InteractionTarget_MysteriousDealer","Mysterious dealer",""
"InteractionTarget_Requirement_BatteryContorlOccupied","Battery is occupied",""
"InteractOption_ShipSeller","Buy a ship",""
"InteractionOption_Collect_Name","Pick up","Подобрать"
"InteractionOption_CanNotCollect_Name","Cannot pick up","Подобрать"
"InteractionOption_TriggerArenaManager_Name","Activate","Активировать"
"InteractOption_AddRevivePoint_Name","Set respawn point","Установить точку возрождения"
"InteractOption_CollectMob_Name","Pick up","Подобрать моба с земли"
"InteractOption_Craft_Name","Use","Использовать"
"InteractOption_DropFruits_Name","Collect","Собрать фрукты с дерева\куста"
"InteractOption_EmbarkCrewSlot_Name","Take a crew slot","Занять место"
"InteractOption_FastTravel_Name","Travel","Переместиться"
"InteractOption_OpenExternalInventory_Name","Open","Открыть"
"InteractOption_OpenInventoryInDeadBody_Name","Осмотреть",""
"InteractOption_ShipEmbark_Name","Climb","Взобраться"
"InteractOption_ShipSteering_Name","Steer the ship","Управлять кораблем"
"InteractOption_ToggleDoor_Name","Open / Close","Открыть / Закрыть"
"InteractOption_Collect_Warning","Недостаточно места в инвентаре",""
"InteractOption_Harvest_Warning","Crop is growing",""
"InteractOption_DialogueSpeak_Name","Speak",""
"InteractOption_DialogueCraft_Name","Craft",""
"InteractOption_DialogueResearch_Name","Research",""
"InteractOption_Upgrade_Name","Upgrade","Улучшить"
"InteractOption_UpgradeEquipment_Name","Use","Upgrade equipment"
"InteractOption_DisassemblyEquipment_Name","Disassembly equipment",""
"InteractOption_Trade_Name","Trade",""
"InteractOption_Look_Name","Осмотреть",""
"InteractOption_FakeDoor","Закрыто",""
"InteractOption_Altar_Name","Возложить подношение",""
"InteractOption_PawnShop_Name","Pawnshop",""
"InteractOption_Handyman_Name","Manage",""
"InteractOption_CarryObject_Name","Нести предмет",""
"Creature_Name_Wolf","Wolf","Волк"
"Creature_Name_Wolf_Ashen","Ashen Wolf","Пепельный волк"
"Creature_Name_Wolf_Ashen_Alpha","Coal Wolf","Угольный волк"
"Creature_Name_AlphaWolf","Alpha Wolf","Альфа волк"
"Creature_Name_Goat","Goat","Козел"
"Creature_Name_GoatFemale","Doe","Коза"
"Creature_Name_GoatLeader","Goat-leader","Козел-вожак"
"Creature_Name_BlackBeard_SailorWounded","Wounded Sailor","Раненый моряк Черной Бороды"
"Creature_Name_Blackbeard_Sergeant_Marlowe","Marlowe",""
"Arena_InteractionTarget_EasyMod_Name","Select Easy version","Заспавнить простую версию босса"
"Arena_InteractionTarget_HardMod_Name","Select Hard version","Заспавнить версию босса для настоящих чемпионов"
"POIStorage_Highlands_SenkamatiChest","Ancient Chest",""
"POIStorage_CoastJungle_Buccaneer","Сундук Буканьеров",""
"POIStorage_ChestVisual_Backpack_01","Мешок с награбленным",""
"POIStorage_CoastJungle_Smuggler","Сундук Контрабандистов",""
"POIStorage_CoastJungle_Fisherman","Сундук Рыбака",""
"POIStorage_Highlands_BlackbeardChest","Сундук Чернобородцев",""
"POIStorage_Swamp_Cultist","Сундук Сектантов",""
"POIStorage_Boss_Boatswain","Сундук Томаса Ричардса",""
"POIStorage_Ashlands_BritishCamp_OfficerChest","Сундук британского офицера",""
"POIStorage_Ashlands_BuriedRuins_ArsenalChest","Арсенальный сундук",""
"POIStorage_Ashlands_BuriedRuins_Wardrobe","Spanish cupboard","Испанский шкаф"
"POIStorage_Ashlands_BuriedRuins_CommonChest","Spanish chest","Испанский сундук"
"POIStorage_Ashlands_BuriedRuins_VaultChest","Treasury chest","Сокровищница"
"POIStorage_Ashlands_BuriedRuins_Skeleton","Burnt skeleton","Обоженный скелет"
"POIStorage_Boss_OldChest","Ветхий сундук",""
"POIStorage_DeadPirate","Мертвый пират",""
"POIStorage_SkeletonWithANote","Скелет с запиской",""
"POIStorage_OldSkeleton","Старый скелет",""
"POIStorage_OpenChest","Открытый сундук",""
"Creature_Name_Boss_IsraelHands","Израэль Хендс",""
"POI_CutterWreck_50m_Marker","Обломки корабля",""
"POI_SenkamatiRuins_Crewmates_Marker","Освободить матросов",""
"POI_DialoguePawn_CrewMate_Marker","Освободить матросов",""
"BossArena_SwampToad_Dialogue_FightStart","Проклятое растение",""
"POI_CoastJungle_CircleOfStones_40m_02","Странные руины",""
"POI_DialogueStatic_TortugaCutter","Схрон на Тортуге",""
"POI_DialogueStatic_BoarTotemHL","Тотем Кабана",""
"POI_DialogueStatic_BoarTotemCJ","Тотем Кабана",""
"InteractOption_DialogueSpeak_Galen","Galen",""
"POI_InteractionTarget_DungeonEntrance_Name","Использовать веревку",""
"POI_InteractionTarget_Dungeon_TieRope_Name","Привязать веревку",""
"POI_InteractionTarget_Dungeon_NeedRope_Name","Требуется веревка",""
"POI_InteractionTarget_Dungeon_IronRing_Name","Железное кольцо",""
"POI_InteractionTarget_WayInWall_Name","Протиснуться",""
"POI_InteractionTarget_Firebowl_Repair_Name","Починить и зажечь",""
"POI_InteractionTarget_Firebowl_Lit_Name","Зажечь",""
"POI_InteractionTarget_Altar_CoastJungle_Interaction_01","Древний алтарь",""
"POI_InteractionTarget_Altar_CoastJungle_Interaction_02","Древний алтарь",""
"POI_InteractionTarget_Altar_CoastJungle_Interaction_03","Древний алтарь",""
"POI_InteractionTargetI_Altar_Highlands_Interaction_01","Древний алтарь",""
"POI_InteractionTarget_Altar_Highlands_Interaction_02","Древний алтарь",""
"POI_InteractionTarget_Altar_Highlands_FarmVillage_01","Древний алтарь",""
"POI_InteractionTarget_AncientDoor_Open_Swamp_Interaction_01","Древняя дверь",""
"POI_InteractionTarget_Altar_Swamp_Interaction_01","Древний алтарь",""
"ScInteractionTarget_ScenarioPOIChild_Altar_Bezoar","Требуется 5 безоаров",""
"ScInteractionTarget_ScenarioPOIChild_Altar_BoarTusk","Требуется 5 клыков кабана",""
"ScInteractionTarget_ScenarioPOIChild_Altar_CrocodileLeather","Требуется 10 кусков крокодильей кожи",""
"ScInteractionTarget_ScenarioPOIChild_Altar_DodoFeather","Требуется 5 перьев",""
"ScInteractionTarget_ScenarioPOIChild_Altar_RawPepper","Требуется 15 перцев",""
"ScInteractionTarget_ScenarioPOIChild_Altar_WolfFang","Требуется 5 волчьих клыков",""
"BossArena_Boatswain_DialogueInteraction_ResetButton_01","Press",""
"BossArena_Israel_DialogueInteraction_ResetButton_01","Press",""
"BP_Sc_POI_OpeningDoors_Button_01","Press",""
"BossArena_SwampToad_DialogueInteraction_ChoseDifficulty_01","Interact",""
"Sc_POI_Swamp_Crypt_Interaction_Hint_01","Открытый Саркофаг",""
"Sc_POI_Swamp_Crypt_Interaction_Hint_02","Открытый Саркофаг",""
"Sc_POI_Swamp_Crypt_Interaction_Hint_03","Открытый Саркофаг",""
"Sc_POI_Swamp_Crypt_Interaction_Hint_04","Старый Саркофаг",""
"Creature_Name_GhostPirate","Ghost",""
"POI_Ladder_StoneStairs","Каменные выступы",""
"ScInteractionTarget_Requirment_TheNoteIsAlreadyThere","Эта записка у меня уже есть",""
"POI_Ladder_Liana","Переплетенные лианы",""
"InteractOption_TeleportBySubsystem_Enter","Войти",""
"InteractOption_TeleportBySubsystem_Exit","Выйти",""
"POI_CaveEntrance_Name","Пещера",""
"POI_CaveEntranceOrInteraction_SqueezeIn","Протиснуться",""
"POI_DungeonEntrance_Name","Underground Chamber",""
"InteractOption_ChoseDifficulty","Выбрать сложность",""
"InteractionTarget_BossArena_Boatswain_Gate","Деревянные ворота",""
"InteractionTarget_CoastJungle_MainGate","Hideout Entrance",""
"InteractionTarget_DamageableObjects","Destroyed by any damage","Разрушается при получении урона"
"POI_Treasure_Grave","Ancient Grave",""
"POI_Treasure_Traveller_Camp","Traveller's Camp",""
"POI_CoastJungle_BossArena_Name","Лагерь пиратов Черной Бороды",""
"POI_CoastJungle_BoarNest_Name","Логово кабанов",""
"POI_CoastJungle_DodoNest_Name","Гнездовье додо",""
"POI_CoastJungle_Buccaneer_Habbitable_Name","Заброшенный лагерь буканьеров",""
"POI_CoastJungle_Robinson_HabbitableRuin_Name","Обжитая руина",""
"POI_CoastJungle_Robinson_Hut_Name","Старая хижина",""
"POI_CoastJungle_Robinson_Wreck_Name","Место кораблекрушения",""
"POI_CoastJungle_Fisherman_Hut_Name","Хижина рыбака",""
"POI_CoastJungle_Dungeon_Name","Руины круга испытаний",""
"POI_CoastJungle_FirebowlRuins_Name","Древнее святилище огня",""
"POI_CoastJungle_BattlelRuins_Name","Древнее поселение",""
"POI_CoastJungle_Altar_Name","Древний алтарь",""
"POI_CoastJungle_UniversallRuins_Name","Ancient Ruins",""
"POI_CoastJungle_CopperCave_Name","Copper deposit",""
"POI_CoastJungle_CJCave_Name","Jungle Cave",""
"POI_CoastJungle_Smuggler_Name","Smuggler's Cache",""
"POI_CoastJungle_BiggerBoat_Name","Shipwreck",""
"POI_CoastJungle_PiratesBeachCamp_Name","Лагерь пиратов Черной Бороды",""
"POI_CoastJungle_ShelfCamp_Name","Blackbeard camp near shipwreck",""
"POI_Highlands_FireBowlRuins_Name","Древнее святилище огня",""
"POI_Highlands_SenkamatiRuins_Name","Руины древнего храма",""
"POI_CoastJungle_SenkamatiRuins_Name","Blackbeard Base in Ancient Ruins",""
"POI_CoastJungle_SenkamatiRuins_Description","A Blackbeard outpost set up in ancient ruins, run by Richards' crew. The chests here hide valuables that will surely come in handy for a daring traveler.",""
"POI_CoastJungle_BattleShipwrecks_Name","Undead-infested shipwrecks",""
"POI_CoastJungle_BattleShipwrecks_Description","Остовы давным-давно разбитых кораблей. Среди печальных обломков слышен лишь тоскливый вой неупокоенных.",""
"POI_Highlands_BigRuins_Name","Захваченые чернобородцами руины",""
"POI_Highlands_BigRuins_Description","В этих древних руинах рейдеры чернобородцев ищут сокровища былых времен. Помешайте им - и захватите ценный приз первыми.",""
"POI_Highlands_FarmVillage_Name","Ancient Village",""
"POI_Highlands_FarmVillage_Description","Разрушенная деревня, населенная животными. Над руинами возвышается загадочный алтарь древних.",""
"POI_Highlands_GigaCampBB_Name","Blackbeard Outpost",""
"POI_Highlands_GigaCampBB_Description","A large camp coordinating all of Blackbeard’s operations in the Foothills, run by Hand’s crew. It also stores most of the pirates’ valuables.",""
"POI_Highlands_BossArena_Name","Древний храм",""
"POI_Highlands_WolfNest_Name","Логово волков",""
"POI_Higlands_IronCaverns_Name","Iron deposit",""
"POI_Highlands_Farm_Name","Древняя ферма",""
"POI_Highlands_GroveBigCamp_Name","Большой лагерь пиратов Черной Бороды",""
"POI_Highlands_GroveNature_Name","Роща диви-диви",""
"POI_Highlands_GroveSmallCamp_Name","Лагерь пиратов Черной Бороды",""
"POI_Highlands_GroveWolfCamp_Name","Разоренный лагерь пиратов Черной Бороды",""
"POI_Highlands_GroveWolfNest_Name","Роща диви-диви",""
"POI_Highlands_Dungeon_Name","Руины круга испытаний",""
"POI_Highlands_Altar_Name","Древний алтарь",""
"POI_Higlands_PiratesCamp_Name","Палатка пиратов",""
"POI_Higlands_SmallCampBB_Name","Малый лагерь пиратов",""
"POI_Higlands_BigCampBB_Name","Большой лагерь пиратов",""
"POI_Higlands_RockyCampBB_Name","Лагерь пиратов в скалах",""
"POI_Trade_Buccaneer_Post_Name","Buccaneers Trade post",""
"POI_Trade_Buccaneer_Base_Name","Rogue Buccaneers Main base",""
"POI_Trade_Smuggler_Post_Name","Smugglers Trade post",""
"POI_Trade_Smuggler_Base_Name","Smugglers of Port Royal Main base",""
"POI_Trade_Brethren_Post_Name","Brethren of the Coast Trade post",""
"POI_Trade_Brethren_Base_Name","Brethren of the Coast Main base",""
"POI_Trade_Civilians_Base_Name","People of Tortuga Main base",""
"POI_Tortuga","Tortuga",""
"POI_Trade_Civilians_Description","The people of Tortuga fled the city after the undead invasion and raised a desperate camp around the late governor's mansion. Amid the chaos, they cling to this battered refuge and fight to survive another day.\r\n\r\nWilling to buy the following goods:\r\nProvisions, Medicine",""
"POI_Trade_Brethren_Description","A rough stronghold of the Brethren of the Coast, held together by old oaths, gunpowder, and stubborn pride. Its people have lost much, but they have not yet surrendered the sea.\r\n\r\nWilling to buy the following goods:\r\nNaval Supplies, Specialized Tools",""
"POI_Trade_Smuggler_Description","Hidden from Blackbeard's spies and beyond the reach of the undead, the smugglers' camp remains one of the last safe havens in the archipelago. From here, vital goods still slip through the blockade.\r\n\r\nWilling to buy the following goods:\r\nContraband, Luxuries",""
"POI_Trade_Bucaneer_Description","Having refused to side with Blackbeard, the buccaneers have become his prey. Their camp is little more than a hard-bitten refuge for hunters and fighters who still refuse to bend the knee.\r\n\r\nWilling to buy the following goods:\r\nSpirits, Munitions",""
"POI_Trade_Tortuga_Description","Once a thriving haven for privateers and every kind of scoundrel, Tortuga now lies in the grip of the undead. Even so, a few stubborn souls still trade, drink, and resist, refusing to abandon their home.",""
"POI_Swamp_Altar_Name","Древний алтарь",""
"POI_Swamp_MysteriousAltar_Name","Mysterious Altar",""
"POI_Swamp_Crypt_Name","Крипта",""
"POI_Swamp_PriestessHut_Name","Дом жрицы",""
"POI_Swamp_SacrificialPool_Name","Алтарь жертвоприношений",""
"POI_Swamp_SenkamatiRuins_Name","Древний храм",""
"POI_Swamp_UniversallRuins_Name","Древние руины",""
"POI_Swamp_BossArena_Name","Древнее святилище",""
"POI_Swamp_BigBattle_Name","Tainted ruins of an ancient Temple",""
"POI_Swamp_BigBattle_Description","Когда тут стоял величественный храм, где люди поклонялись неведомым богам. Сейчас лишь тени прошлого и полчища зараженных населяют это заброшенное место.",""
"POI_Swamp_Stargazer_Name","Stargazer tower",""
"POI_Swamp_BigMetal_Name","Ancient debris site",""
"POI_Swamp_GardenRuin_Name","Ruin with a flowerbed",""
"POI_Swamp_StrongCorruptedZone_Name","Tainted Ruins",""
"POI_Swamp_PannoRuins_Name","Руина с фреской",""
"POI_Ocean_BrigReefsUndead_Name","Разбитый бриг",""
"POI_Ocean_BrigantineReefsUndead_Name","Разбитая бригантина",""
"POI_Ocean_BigMerchantReefs_Name","Very old shipwreck",""
"POI_Ocean_KetchShelf_Name","Shipwreck",""
"POI_CoastJungle_Buccaneer_Defence_Name","Разрушенный форт буканьеров",""
"POI_CoastJungle_Buccaneer_Storage_Name","Заброшенный склад буканьеров",""
"POI_CostJungle_DeadmanChest_01_Name","Пиратские останки",""
"POI_CostJungle_DeadmanChest_02_Name","Останки пиратской команды",""
"POI_Highlands_Rocks_Name","Небольшое месторождение минералов",""
"Mineral_Shared_DestroyWall_Wooden_POI_01","Ветхая стенка",""
"Mineral_Shared_DestroyFloor_Wooden_POI_01","Ветхий пол",""
"Shared_Ladder_Liana","Забраться",""
"Creature_Name_Boneman","Fallen Soldier","Павший солдат"
"Creature_Name_Boneman_Range","Fallen Arbalister","Павший стрелок"
"Foliage_Burntree","Burnt tree","Сгоревшее дерево"
"Foliage_Burntree_Acacia","Акация",""
"Foliage_Dead_Tree","Высохшее дерево",""
"Foliage_LavaTree","Stone tree","Окаменевшее дерево"
"Foliage_Rosella","Rosella",""
"Foliage_Ahlands_Tree","Tree",""
"Foliage_Ahlands_Mahogany","Красное дерево","Mahogany"
"Foliage_Ahlands_BritishStorage","Хранилище с ресурсами",""
"Mineral_Ashlands_JailDoor","Jail door",""
"Foliage_Ashlands_BurntDoor","Burnt door",""
"DiggingVolime_VolcanicAsh","Volcanic ash",""
"Foliage_Ashlands_JailDoor","Jail door",""
"Foliage_Ashlands_AltarOfResurrection","Altar of resurrection",""
"POI_RuinsCellarEntrance_Name","Подвал",""
"WaterPickable_LostCrate","Lost Crate",""
"WaterPickable_LostGoods","Lost Goods",""
"WaterPickable_LootFromShip","Ship Spoils",""
"WaterPickable_LostBoat","Lost Boat",""
"WaterPickable_LostBarrel","Lost Barrel",""
"DA_WineCrates_DialogueCharacter","Груз контрабандистов",""
"Shared_Blackbeard_Interaction_Chest","Запертый сундук пиратов Ричардса",""
"Shared_Blackbeard_Interaction_ChestOpen","Cундук пиратов Ричардса",""
"Shared_Blackbeard_Interaction_Chest_02","Запертый сундук пиратов Хендса",""
"Shared_Blackbeard_Interaction_ChestOpen_02","Cундук пиратов Хендса",""
"Shared_Blackbeard_Richards_Interaction_Chest_Requirement","Требуется 1 ключ пиратов Ричардса",""
"Shared_Blackbeard_Hands_Interaction_Chest_Requirement","Требуется 1 ключ пиратов Хендса",""
"CostalJungles_Shared_Interaction_Chest","Запертый Старинный сундук","Запертые сундуки у локального ивента шипвреков"
"CostalJungles_Shared_Interaction_ChestOpen","Старинный сундук","Отпертые сундуки у локального ивента шипвреков"
"CostalJungles_Interaction_Chest_Requirement","Требуется Древний ключ",""
