Key,SourceString,Context
"Inventory_Text_PowerTooltipDescription","This number defines your character’s defensive power (<img id=\""IconPower\""/><T_POWERCOLOR>DEF</> ).\r\n\r\n<img id=\""IconPower\""/><T_POWERCOLOR>DEF</> is calculated as the average DEF value of all equipped armor pieces. Higher overall DEF reduces incoming Damage from enemies.\r\n\r\nYou can improve <img id=\""IconPower\""/><T_POWERCOLOR>DEF</> of your items by upgrading them.",""
"Inventory_Text_CharacterLevelTooltipDescription","<T_BOLD>Уровень персонажа</>\r\n\r\nУровень повышается при получении опыта (XP).\r\n\r\nЗа достижение определённых уровней развития, персонаж получает <T_BOLD>очки характеристик</> и <T_BOLD>очки талантов</>.",""
"Inventory_Text_ItemSetEffectDescriptionActive","<T_SGOLD>{name}</> <T_POS>({crnt}/{trgt})</>:\r\n<T_POWERCOLOR>{text}</>",""
"Inventory_Text_ItemSetEffectDescriptionInactive","<T_BGRAY>{name} ({crnt}/{trgt})</>:\r\n<T_GRAY>{text}</>",""
"Inventory_Tooltip_ActionPanelCharacter","Character action panel",""
"Inventory_Tooltip_ActionPanelShip","Ship action panel",""
"Map_Text_NotInited","Map is not inited",""
"Map_Display_FastTravelMode","Fast Travel is available",""
"Map_Message_FastTravelLockedByBattle","Fast Travel disabled: naval combat in progress",""
"Map_Message_FastTravelLimits","Fast Travel Bells: {current}/{max}",""
"Map_Button_OpenJournal","Open Journal",""
"Map_Button_ShowInJournal","Show in Journal",""
"Map_Symbol_North","N",""
"Map_Symbol_West","W",""
"Map_Symbol_East","E",""
"Map_Symbol_South","S",""
"Map_Header_QuestMarkerTooltip","Target:",""
"Map_Hint_QuestMarker","(Quest location)",""
"Map_Subheader_Quests","Quests",""
"Map_Subheader_ChangeMarkerName","Change Name:",""
"Map_Subheader_ChangeMarkerIcon","Change Icon:",""
"Map_Subheader_ChangeSnapping","Show outside the minimap border",""
"Map_POIMarker_Goal","Unique chests looted: <T_BOLD>{current}/{goal}</>",""
"Map_POIMarker_Resources","Resources that can be gathered here:",""
"Map_POIMarker_RewardXP","Exploration reward:",""
"Map_POICounter_InProgress","<T_GRAY>{location}:</> Unique locations explored: <T_NEG>{current}</>/{total}",""
"Map_POICounter_Completed","<T_GRAY>{location}:</> <T_GOLD>All unique locations explored</>",""
"Meta_Tab_Character","Character",""
"Meta_Tab_Inventory","Inventory",""
"Meta_Tab_Rarities","Curios",""
"Meta_Tab_Progression","Progression",""
"Meta_Tab_Talents","Talents",""
"Meta_Tab_Flagship","Flagship",""
"Meta_Tab_FullscreenMap","Map",""
"Meta_Tab_Adventure","Adventure",""
"Meta_Tab_Voyage","Voyage",""
"Meta_Tab_Discovery","Discovery",""
"Meta_Tab_Customization","Customization",""
"Meta_Header_FastTravelCTA","Select a destination",""
"Meta_Header_FastTravel","Travel",""
"Meta_Notification_LearnRecipe","The plan has been learned",""
"Meta_Notification_NoteAdded","The entry has been added to the Journal",""
"Meta_Notification_EquipmentUpgraded","Equipment has been upgraded",""
"Meta_Notification_EquipmentAscended","Equipment has been ascended",""
"Meta_Notification_ItemWasUpdated","Item has been renewed",""
"Metea_Notification_MaxHPChanged","Max health has been changed",""
"Adventure_Subheader_QuestObjectives","Objectives:",""
"Adventure_Button_PinQuest","Track Quest",""
"Adventure_Button_UnpinQuest","Stop Tracking",""
"Adventure_Tab_Journal","Journal",""
"Adventure_Tab_Library","Library",""
"Adventure_Tab_Challenges","Challenges",""
"Adventure_Tab_Collections","Collections",""
"Adventure_Subcategory_MainQuests","Main quests:",""
"Adventure_Subcategory_SideQuests","Side quests:",""
"Adventure_Subcategory_FactionQuests","Faction quests:",""
"Adventure_Subcategory_TutorialQuests","Tutorial:",""
"Adventure_Subcategory_Stories","Stories:",""
"Adventure_Subcategory_Notes","Notes",""
"Adventure_Subcategory_Challenges","Archipelago trials:",""
"Adventure_Subcategory_Collections","Collector's reward:",""
"Adventure_Message_NoEntries","No entries",""
"Adventure_Message_NotFoundNote","Not found yet",""
"Adventure_Message_CollectionCompleted","Collection completed",""
"Adventure_Message_CollectionReward","Reward:",""
"Adventure_Message_QuestReward","Quest reward:",""
"Adventure_Message_QuestRecommendedLevel","<{prefix}>Recommended character level: {value}</>",""
"Adventure_Status_QuestProgress","{Progress} / {Goal}",""
"Adventure_Status_Score","{current}/{max}",""
"Adventure_Quest_Experience","Grants XP: {0}",""
"ShipSummon_Header_CallShip","Recall Ship",""
"ShipSummon_Subheader_CTA","Recall your Boat or your Flagship",""
"ShipSummon_Status_Destroyed","Ship destroyed. Repair it at a Wharf.",""
"Production_Header_SelectRecipe","Select a Recipe",""
"Production_Header_Crafting","Crafting",""
"Production_Header_Result","Output",""
"Production_Header_Name","Workbench",""
"Production_Button_AddToQueue","Add to Queue",""
"Production_Text_Resources","<T_NEG_BOLD>{need} ({have})</>",""
"Production_Text_ClickToSelectRecipe","Click to Select",""
"Production_Text_Queue","{value} x}",""
"UpgradeStation_Header_ShipRepair","Ship Repair",""
"UpgradeStation_Header_BuyFrigate","Frigate",""
"UpgradeStation_Header_BuyBlackCutter","\""Midnight Blade\"" Cutter",""
"UpgradeStation_Text_RecipeIndex","{idx}.",""
"Production_Text_NoRecipe","No recipe selected",""
"Production_Text_NotEnoughResources","Not enough resources",""
"Production_Text_AnotherRecipeCrafting","Another recipe is in progress",""
"Recipe_Status_Unavailable","Need more materials",""
"Recipe_Status_UnavailableByComfort","Need higher Craft level",""
"Recipe_Status_AvailableToCraft","Available: {value}",""
"Equipment_Subheader_Armor","Armor",""
"Equipment_Subheader_Ammo","Ammo",""
"Equipment_Subheader_Jewelry","Jewelry",""
"Equipment_Text_AutoFillAmmo","Autofill",""
"ItemTooltip_Text_GenericFlavorText","\""We don't have a flavor text for this item yet\""\r\n-the Tooltip Painter",""
"ItemTooltip_Text_ContextUse","Use item",""
"ItemTooltip_Text_ContextEquip","Equip",""
"ItemTooltip_Text_ContextUnequip","Unequip",""
"ItemTooltip_Text_TypeAndRarity","{type}, {rarity}",""
"ComicsUI_Button_NextSlide","Next",""
"ComicsUI_Button_Close","Close Story",""
"ComicsUI_Hint_ContinueOnEnd","Continue your adventure",""
"Voyage_Button_Travel","Travel",""
"Voyage_Header_ChooseDestination","Choose your next destination",""
"Voyage_Hint_NoShipControl","Voyage is only possible while standing at the helm and after you've found your ship pilot",""
"Voyage_LocationName_PVP","Devil's Throat",""
"Voyage_LocationName_Tortuga","Tortuga",""
"Voyage_LocationName_Archipelago","Archipelago",""
"Voyage_LocationName_Swamp","Cursed Marshes",""
"Voyage_LocationShortDesc_PVP","PvP arena",""
"Voyage_LocationShortDesc_Tortuga","Trade port",""
"Voyage_LocationShortDesc_Archipelago","Land of mystery",""
"Voyage_LocationShortDesc_Swamp","Gloomy place",""
"Voyage_LocationVanityText_PVP","Atoll where brave captains challenge each other in naval combat.",""
"Voyage_LocationVanityText_Tortuga","Infamous pirate outpost. Best place to trade, drink, and meet new people.",""
"Voyage_LocationVanityText_Archipelago","Mysterious islands with dark backstory. Here you can find fortune and glory or perish trying.",""
"Voyage_LocationVanityText_Swamp","Fog, mosquitos and unfriendly creatures.",""
"Voyage_LocationStatus_SelectCTA","Select destination",""
"Voyage_LocationStatus_Current","You are here",""
"Voyage_LocationStatus_Unavailable","Area unavailable",""
"EscapeMenu_Button_Unstuck","Unstuck","25-30 characters max"
"Equipment_Header_CharacterInfo","Character Info",""
"Equipment_Subheader_MainStats","Stats","~25 characters max"
"Equipment_Subheader_AdditionalStats","Stat bonuses","~25 characters max"
"Equipment_Subheader_Effects","Effects","~25 characters max"
"Equipment_Status_NoEffects","No active effects",""
"EscapeMenu_Button_SendReport","Report a Bug",""
"EscapeMenu_Button_SendBug","Send",""
"Trade_Header_Shop","Merchant's Goods",""
"Trade_Hint_OwnedAmount","Available in inventory: <T_BOLD>{value}</>",""
"Trade_Hint_NotEnoughCurrency","Not enough money",""
"Trade_Hint_NotEnoughItems","You have no items to sell",""
"Trade_Hint_NotEnoughSpace","No room in the backpack",""
"Trade_Hint_NotEnoughRequirement","A higher level of reputation is required",""
"Trade_Subheader_ItemNameWithValue","{amount}x {itemname}",""
"Trade_Button_PurchaseNotEnoughCurrency","Not enough money",""
"Trade_Button_SellNotEnoughCurrency","Not enough items",""
"Trade_Button_PurchaseNotEnoughSpace","No room in the backpack",""
"Trade_Button_Buy","Buy",""
"Trade_Button_Sell","Sell",""
"Reputation_Subheader_RequiredLevel","<{markdown_tag}>{faction_name}</> - required reputation level:",""
"Reputation_Subheader_Income","<T_BOLD>+ {value}</> reputation points: <{markdown_tag}>{faction_name}</>",""
"Reputation_Hint_MaxLevel","The maximum reputation level has been reached",""
"Reputation_Tooltip_ProgressAndDescription","{progress}\r\n\r\n{faction description}",""
"Reputation_Tooltip_Points","<T_GOLD>{current}</>/{max} reputation points",""
"Pawnshop_Subheader_ItemsToSell","Goods to Sell",""
"Pawnshop_Subheader_OwnedItems","Your Goods",""
"Pawnshop_Button_ConfirmTrade","Deal!",""
"Pawnshop_Hint_SelectToSell","Select items to sell",""
"Pawnshop_Text_PriceOnCard","{per_item} ({total})",""
"EnhanceEquipment_Display_Upgraded","Equipment Upgraded",""
"EnhanceEquipment_Header_YourEquipment","Your Equipment",""
"EnhanceEquipment_Hint_SelectToUpgrade","Select item to upgrade",""
"EnhanceEquipment_Hint_RequiredMaterials","Required materials:",""
"EnhanceEquipment_Hint_NoItems","Nothing to upgrade",""
"EnhanceEquipment_Button_Upgrade","Upgrade",""
"EnhanceEquipment_Button_NotEnoughMaterials","Not enough materials",""
"Handyman_Header_CurrentOrder","Current Task",""
"Handyman_Subheader_Output","Result:",""
"Handyman_Status_AmountToCraft","{value} more task repetitions",""
"Handyman_Status_Resting","Resting",""
"Handyman_Hint_Amount","(expeditions amount)",""
"Handyman_Hint_ActiveExpedition","Task in progress. Come back later to collect the results.",""
"Handyman_Hint_NoExpeditions","No active tasks",""
"Handyman_Hint_RequiredResources","Supplies required:",""
"Handyman_Line_CTA","<T_POS>{name}:</> Any commands, Captain?",""
"Handyman_Alias_ItemRequirement","<T_BOLD>{required}</> / <T_GRAY>{stock}</>",""
"Discovery_BiomeName_CoastJungle","Coast Jungle",""
"Discovery_BiomeName_Highlands","Highlands",""
"Discovery_BiomeName_CursedSwamps","Cursed Swamps",""
"Discovery_BiomeName_Mountains","Mountains",""
"Discovery_BiomeName_Ocean","Ocean",""
"Discovery_BiomeName_DeepOcean","Deep Ocean",""
"Discovery_BiomeName_Ashlands","Ashlands",""
"Discovery_BiomeName_Treasure","Exquemelin's Treasures",""
"Discovery_LockedMilestoneMessage_Highlands","Unavailable.\r\nTo access the discoveries, the Coast Jungle threat must be eliminated.",""
"Discovery_LockedMilestoneMessage_CursedSwamps","Unavailable.\r\nTo access the discoveries, the Highlands threat must be eliminated.",""
"Discovery_LockedMilestoneMessage_Ashlands","Unavailable.\r\nComing soon.",""
"Discovery_Display_DiscoveredResources","RESOURCE DISCOVERED",""
"Discovery_Display_DiscoveredMilestones","THREAT ELIMINATED",""
"Discovery_Text_NewResearchedRecipes","You can now create following things:",""
"Discovery_GoalItem_Unknown","Unknown",""
"Discovery_Subheader_KeyDiscoveries","Key discoveries",""
"Discovery_Subheader_MajorDiscoveries","Major discoveries",""
"Discovery_Subheader_MinorDiscoveries","Other resources",""
"Discovery_Subheader_Milestones","Local threat",""
"Discovery_Subheader_UnlockedRecipes","Unlocked recipes:",""
"Discovery_Hint_UnlockedResearchName","<T_GRAY>Discovered and researched:</>\r\n{ResearchName}",""
"Discovery_Hint_KnownResearchName","<T_GRAY>This discovery unlocks:</>\r\n{ResearchName}",""
"Discovery_Hint_LockedResearchName","<T_GRAY>This discovery unlocks:</>\r\nUnknown",""
"Discovery_Hint_LockedMilestone","<T_GRAY>Unlocks:</>\r\n{ResearchName}",""
"Discovery_Hint_CompletedMilestone","<T_GRAY>Unlocked:</>\r\n{ResearchName}",""
"Discovery_Hint_NotDiscovered","<T_GRAY>Not discovered yet</>",""
"Discovery_Hint_Discovered","<T_GRAY>Discovered</>",""
"Production_Header_Requirements","Requirements",""
"Production_Hint_Workbench","Workbench lvl {0}",""
"BuildingCenter_Subheader_FeatureCraftBuild","Building Crafting Stations",""
"BuildingCenter_Subheader_FeatureComfort","Rest and Comfort",""
"BuildingCenter_Subheader_FeatureProximity","Общее хранилище",""
"BuildingCenter_Description_FeatureCraftBuild","Most crafting stations and their upgrades can only be built within the area around the bonfire.\r\n\r\nYou don’t need to place upgrades right next to your crafting stations. As long as they’re within the same settlement area, they’ll work.",""
"BuildingCenter_Description_FeatureComfort","While inside the settlement area, the character gains the “Rested” effect, which increases Stamina regeneration speed.\r\n\r\nThe strength of the effect is determined by the number of unique decorations that increase the base’s Comfort.",""
"BuildingCenter_Description_FeatureProximity","When crafting items or building, resources are taken from the character’s inventory and from all containers within the settlement area.",""
"BuildingCenter_Description_InFutureUpdates"," ",""
"BuildingCenter_Status_ComfortLevel","Текущий уровень комфорта в центре поселения: <T_POS>{value}</>",""
"SendReport_Hint_TextCharCounter","{CountCharacter} characters left",""
"SendReport_Text_BugWarning","By submitting, you agree to send the following data: your nickname, game session ID, PC specs, current ping, your character’s position on the map, map seed (to replicate your world), and log files.",""
"SendReport_Text_ReportWarning","By submitting, you agree to send the following data: your nickname, Store ID, server region, and game session ID.",""
"SendReport_Hint_EnterMessage","Enter message",""
"SendReport_Text_SendReport","Bug Report",""
"SendReport_Text_ReportSent","Report Sent!",""
"SendReport_Text_ThankForSharing","Thank you for sharing.",""
"SendReport_Text_Failed","Failed to send. Try again later.",""
"SendReport_Text_NeedMoreChar","Need at least 20 characters",""
"Dialogue_NPCReply_Text","<T_POS>{name}:</> {message}",""
"Disassemble_Header_ItemsToDisassemble","Items to disassemble:","40-45 characters max"
"Disassemble_Header_Result","Disassembling result:",""
"Disassemble_Status_NoItems","No items to disassemble",""
"HiringScreen_Subheader_Bonuses","Bonuses",""
"HiringScreen_Subheader_Cost","Hire price",""
"HiringScreen_Header_Hiring","Crew Hiring",""
"HiringScreen_Text_NoBonuses","No outstanding abilities",""
"StatTree_Header_AvailableStatPoints","AVAILABLE STAT POINTS:",""
"StatTree_Text_Progress","<T_GOLD>{0}</><T_BGRAY>/{1}</>",""
"StatTree_Text_MaxLevel","<T_GOLD>MAX</>",""
"Rarities_Header_Currency","Currencies",""
"Item_Tooltip_Currency","Currency",""
"Rarities_Name_PutToJournal","Put To Journal",""
"Rarities_Name_Learn","Learn",""
"StatTree_Description_Tip1","<T_GRAY>Ваш персонаж получает опыт (XP) посредством выполнения </> <T_BGRAYW>Заданий</><T_GRAY>, а также за исследование различных </><T_BGRAYW>Точек интереса</><T_GRAY>.</>",""
"StatTree_Description_Tip2","<T_GRAY>Изученные таланты и улучшенные характеристики всегда можно сбросить, вернув потраченные очки </><img id=\""IconStatPoint\""/><img id=\""IconTalentPoint\""/> \r\n<T_GRAY>Экспериментируйте смелее! </>",""
"StatTree_Description_Reward","Награда за следующий уровень:",""
"StatTree_Tooltip_CharacterPoint","<T_BOLD>Очки характеристик</>\r\n\r\n<T_GRAY>Используйте, чтобы повысить характеристики персонажа</>",""
"StatTree_Tooltip_TalentPoint","<T_BOLD>Очки талантов</>\r\n\r\n<T_GRAY>Используйте для изучения новых или улучшения уже изученных способностей и бонусов</>",""
"Tooltip_Attribute_Count","Остаток заряда: {0} %",""
"Rarity_Text_NoCurrency","You don't own any currencies",""
"Rarity_Text_NoNotes","You don't own any notes",""
"Rarities_Header_Recipes","Recipes",""
"Rarities_Text_Recipes","You don't own any recipes",""
"ShipMeta_Button_PromoteShip","<T_BOLD>Promote to Flagship</>\r\n\r\nShip chosen as \""Flagship\"" is available for proximity interaction via character UI and can be summoned via \""K\""",""
"ShipMeta_Button_DemoteShip","<T_BOLD>Demote from Flagship</>\r\n\r\nShip chosen as \""Flagship\"" is available for proximity interaction via character UI and can be summoned via \""K\""",""
"ShipMeta_Button_DeployShip","<T_BOLD>Recall Ship</>\r\n\r\nReserved ships disappear from the world but are still tied to your character. You can Recall them back via any Wharf in any game world.",""
"ShipMeta_Button_StoreShip","<T_BOLD>Reserve Ship</>\r\n\r\nReserved ships disappear from the world but are still tied to your character. You can Recall them back via any Wharf in any game world.",""
"ShipMeta_Warning_PlayersOnBoard","There are players on board the ship.",""
"ShipMeta_Warning_ShipInBoarding","The ship is involved in boarding action.",""
"ShipMeta_Button_ManageShip","Manage Ship",""
"ShipMeta_Tooltip_DisassembleShip","<T_NEG>Disassemble ship</>\r\n\r\nReturns 100% of resources spent on the ship",""
"ShipMeta_Category_DockedShips","Docked ships",""
"ShipMeta_Category_StoredShips","Reserved & sunk ships",""
"ShipMeta_Category_ShipsInDistantWater","Ships in distant waters",""
"ShipMeta_Category_NoDockedShips","No docked ships",""
"ShipMeta_Category_NoStoredShips","No reserved & sunk ships",""
"ShipMeta_Category_NoShipsInDistantWater","No ships in distant waters",""
"ShipMeta_Header_ShipDisassembling","Ship Disassembling",""
"ShipMeta_Header_ShipRepair","Ship Repair",""
"ShipMeta_Header_ShipArsenalReserves","Arsenal Reserves",""
"ShipMeta_Warning_AboutShipDisassembling","You are about to disassemble this ship:",""
"ShipMeta_Warning_ReceiveResources","You will receive following resources for ship disassembling:",""
"ShipMeta_Warning_CantUndone","This action cannot be undone.",""
"ShipMeta_Warning_ShipHealthChangeOnRepair","After repair, the ship's HP will change as follows:",""
"ShipMeta_Warning_ArsenalReservesDescription","Use Arsenal Reserves to improve ship's stats:",""
"ShipMeta_Warning_ArsenalReserveResult","When applied, the result will be:",""
"ShipMeta_Warning_ResourcesToRepair","Repair cost:",""
"ShipMeta_Warning_ArsenalReserveCost","Reserve cost:",""
"ShipMeta_Category_ShipDesigns","Ship designs","Ship Plans \ Blueprints"
"ShipMeta_Category_NoDesigns","You don't have any ship designs",""
"ShipMeta_Warning_NotEnoughToBuild","Not enough resources to build",""
"ShipMeta_Warning_NotEnoughToRestore","Not enough resources to restore",""
"ShipMeta_Warning_NotEnoughToApplyReserve","Not enough resources to apply Arsenal Reserve",""
"ShipMeta_Warning_NotDocked","You can manage Gear of your ship while close to a Wharf.",""
"ShipMeta_Warning_FarAwayFromFlagship","The Flagship's inventory is unavailable while you are away from it.",""
"ShipMeta_ShipService_Hull_Header","Hull",""
"ShipMeta_ShipService_Hull_RepairHull","Repair ship hull",""
"ShipMeta_ShipService_TotalCostPopUp","Total",""
"Notification_Header_NewLevel","NEW LEVEL",""
"Notification_NewLevel_StatPoints","Stat Points: {0}",""
"StatTree_Level_StatPoints","Stat Points: <T_BOLD>{0}</>",""
"Notification_NewLevel_TalentPoints","Talent Points: {0}",""
"StatTree_Level_TalentPoints","Talent Points: <T_BOLD>{0}</>",""
"Charater_TalentTree_PointsAvailable","AVAILABLE TALENT POINTS:",""
"Charater_TalentTree_ErrorNotEnoughPoints","Spend {value} Talent Points in the same group to unlock",""
"Charater_TalentTree_ErrorAnotherChosen","Cannot be unlocked - another talent chosen",""
"Charater_TalentTree_Cost","Cost:",""
"Charater_TalentTree_TooltipDescriptionDiff","{current_level}\r\n\r\n<T_GOLD>Next upgrade:</>\r\n{next_level}",""
"Charater_TalentTree_PopupHeader","Reset Talent Points",""
"Charater_StatTree_PopupHeader","Reset Stat Points",""
"Charater_TalentTree_PopupQuestion","Are you sure you want to reset all Talent Points?",""
"Charater_StatTree_PopupQuestion","Are you sure you want to reset all Stat Points?",""
"Charater_TalentTree_ResetButton","Reset",""
"Charater_TalentTree_CannotResetHint","Not enough currency for reset",""
"Notification_Exp_Pickup","+{0} Experience Points",""
"Discovery_Item_Experience","{0} XP",""
"Notification_Exp_Meta","Gained: <img id=\""IconXP\""/> <T_BOLD> {0} </> Experience Points",""
"ShipMeta_Button_Build","Build Ship",""
"ShipMeta_Button_Service","Service",""
"ShipMeta_ShipInfo_ShipClass","Ship class:",""
"ShipMeta_ShipInfo_Decks","Decks:",""
"ShipMeta_ShipInfo_CannonsTotal","Cannons total:",""
"ShipMeta_ShipInfo_AvailableCannons","Available cannons:",""
"ShipMeta_ShipInfo_Officers","Officers:",""
"ShipMeta_ShipInfo_Crew","Crew:",""
"ShipMeta_ShipInfo_MaxSpeed","Max speed:",""
"ShipMeta_Category_ShipHold","Ship cargo",""
"ShipMeta_Category_Gear","Ship gear",""
"ShipMeta_Category_Management","Ship management",""
"ShipMeta_Button_RestoreShip","Restore Ship",""
"ShipMeta_Tab_Cargo","Cargo and Gear",""
"ShipMeta_Tab_Selection","Ship Selection",""
"ShipMeta_Tab_Shipyard","Shipyard",""
"ShipMeta_ShipInfo_CrewAmount","<T_GOLD>{0}</><T_BGRAY>/{1}</>",""
"ShipMeta_Stat_HP","Hitpoints:",""
"ShipMeta_Stat_MaxSpeed","Max Speed:",""
"ShipMeta_Stat_Cargo","Cargo size:",""
"ShipMeta_Stat_MainCaliber","Main battery:",""
"ShipMeta_Stat_MainCount","Main battery size:",""
"ShipMeta_Stat_SecondaryCaliber","Secondary battery:",""
"ShipMeta_Stat_SecondaryCount","Secondary battery size:",""
"ShipMeta_Stat_MaintenanceCost","Restoration cost:",""
"ShipMeta_Stat_MaintenanceCost_VeryLow","Very Low",""
"ShipMeta_Stat_MaintenanceCost_Low","Low",""
"ShipMeta_Stat_MaintenanceCost_Medium","Medium",""
"ShipMeta_Stat_MaintenanceCost_High","High",""
"ShipMeta_Stat_MaintenanceCost_VeryHigh","Very High",""
"ShipMeta_Stat_MainCaliber_Ketch","3 guns, 12 lbs",""
"ShipMeta_Stat_MainCaliber_Ketch2","3 guns, 12 or 24 lbs",""
"ShipMeta_Stat_MainCaliber_Brig","6 guns, 12 lbs",""
"ShipMeta_Stat_MainCaliber_Brig2","6 guns, 12 or 24 lbs",""
"ShipMeta_Stat_MainCaliber_Frigate","12 guns, 24 lbs",""
"ShipMeta_Stat_MainCaliber_Frigate2","12 guns, 24 or 36 lbs",""
"ShipMeta_Stat_SecondaryCaliber_Frigate","6 guns, 12 lbs",""
"ShipMeta_Stat_SecondaryCaliber_Frigate2","6 guns, 12 or 24 lbs",""
"ShipMeta_Stat_MaxSpeed_Low","20 kts",""
"ShipMeta_Stat_MaxSpeed_Medium","22 kts",""
"ShipMeta_Stat_MaxSpeed_High","24 kts",""
"ShipMeta_Effect_TimeHours","{0}h",""
"ShipMeta_Effect_TimeMinutes","{0}m",""
"ShipMeta_NameEditor_Info","Enter new name for Ship:",""
"ShipMeta_NameEditor_Warning","1 - 20 characters long",""
"ShipMeta_NameEditor_CategoryName","Name",""
"ShipMeta_Effect_LessThanMinute","<1m",""
"ShipMeta_Header_ShipDescription","Ship Description",""
"ShipMeta_Header_ShipManagement","Ship Management",""
"ShipMeta_Text_ShipDescription","Fastest ship ever",""
"ShipMeta_Text_ShipDurabilityValue","{value}%",""
"ShipMeta_Text_ShipRepairTooltip","Repair ship",""
"ShipMeta_Text_ActiveReserveTooltip","Active arsenal reserve:\r\n<T_BOLD>{name}</>\r\n\r\n{description}",""
"ShipMeta_Text_ReserveTooltip","<T_BOLD>{name}</>\r\n\r\n{description}",""
"ShipMeta_Text_NoActiveReserve","No active arsenal reserve",""
"ShipMeta_Disassemble_InventoryIsFull","Inventory is full",""
"ShipMeta_Disassemble_ShipInventoryNotEmpty","Remove all cargo and gear to disassemble",""
"ShipMeta_Disassemble_ShipFarAway","Ship is far away",""
"ShipMeta_Disassemble_Unavailable","Unavailable",""
"ShipMeta_Repair_ShipAlreadyFullHP","Ship is already intact",""
"ShipMeta_Repair_NotEnoughResources","Not enough resources to repair",""
"ShipMeta_DisplayText_ShipDestroyed","SHIP DESTROYED",""
"Aquatoria_Name_Blank","Unclaimed Waters",""
"Aquatoria_Name_Blackbeard","Blackbeard Waters",""
"Aquatoria_Blackbeard_Desc","Blackbeard pirates control these waters. Help is unlikely.\r\n\r\n<T_BOLD>Spoils:</> Piasters, Blackbeard Insignias\r\n<T_BOLD>Boarding Spoils:</> Trade Goods, Coffee, Salt",""
"Aquatoria_Blockade_Desc","No one can pass these waters alive.\r\n \r\n<T_BOLD>Spoils:</> None\r\n<T_BOLD>Boarding Spoils:</> None",""
"Aquatoria_Name_BlackbeardBlockade","Blackbeard Blockade",""
"Aquatoria_Name_BrethenCoast","Brethren of the Coast Waters",""
