Key,SourceString,Context
"Comicbook_A1_End_Page1_1","ПОЗДРАВЛЯЕМ, КАПИТАНЫ!\r\nВы дошли до конца сюжета нашей Альфа-версии.",""
"Comicbook_A1_End_Page1_2","Спасибо, что отправились с нами в это путешествие.\r\nПриключения только начинаются!",""
"DA_DialogueCharacter_Artisan","Плотник",""
"DA_DialogueCharacter_Boatswain","Лоцман",""
"DA_DialogueCharacter_BrokenShip","Обломки корабля",""
"DA_DialogueCharacter_CrewMait","Матрос",""
"DA_DialogueCharacter_CursedFlower","Проклятое древо",""
"DA_DialogueCharacter_DavyJones","Джон",""
"DA_DialogueCharacter_Galen","Гален",""
"DA_DialogueCharacter_Gate","Врата храма",""
"DA_DialogueCharacter_GovernonAssistant","Помощник Губернатора",""
"DA_DialogueCharacter_Ksant","Джон",""
"DA_DialogueCharacter_Myself","Каюта вашего фрегата",""
"DA_DialogueCharacter_Player","Игрок",""
"DA_DialogueCharacter_SacrificeFirebowl","Жаровня испытания",""
"DA_DialogueCharacter_ScaredBlackbeard","Испуганный пират",""
"DA_DialogueCharacter_ShipSeller","Перекупщик кораблей",""
"DA_DialogueCharacter_Speaker1","Speaker",""
"DA_DialogueCharacter_AbandoneCamp","Заброшенный лагерь",""
"DA_DialogueCharacter_Altar","Алтарь",""
"DA_DialogueCharacter_AncientAltar","Древний алтарь",""
"DA_DialogueCharacter_Boat","Обломки лодки",""
"DA_DialogueCharacter_Boxes","Сваленные ящики",""
"DA_DialogueCharacter_BrokenTable","Сломанный стол",""
"DA_DialogueCharacter_Camp","Старая тряпка",""
"DA_DeadmanChest_DialogueCharacter_Chest","Старый сундук",""
"DA_DialogueCharacter_ClayTablet","Глиняная табличка",""
"DA_DialogueCharacter_Mural","Фреска",""
"DA_DialogueCharacter_DeadBodyOnWheel","Останки на штурвале",""
"DA_DialogueCharacter_DeadFire","Брошенное кострище",""
"DA_DialogueCharacter_DeadMan","Мертвец",""
"DA_DialogueCharacter_DefenceAmulet","Защитный оберег",""
"DA_DialogueCharacter_EmptyBoxes","Пустые ящики",""
"DA_DialogueCharacter_Gates","Сломанные ворота",""
"DA_DialogueCharacter_OldChest","Старый сундук",""
"DA_DialogueCharacter_OldSarcophagus","Старый саркофаг",""
"DA_DialogueCharacter_OldSkeleton","Старый скелет",""
"DA_DialogueCharacter_OldStaff","Куча старых вещей",""
"DA_DialogueCharacter_OpenSarcophagus","Открытый старый саркофаг",""
"DA_DialogueCharacter_Table","Обшарпанный стол",""
"DA_DialogueCharacter_TableFullOfWax","Залитый воском стол",""
"DA_DialogueCharacter_Tackle","Рыболовные снасти",""
"DA_DialogueCharacter_Tannery","Ветхая дубильня",""
"DA_DialogueCharacter_Target","Тренировочная мишень",""
"DA_DialogueCharacter_Wall","Стена",""
"DA_DialogueCharacter_MortarMan","Мортира Джон",""
"DA_DialogueCharacter_RecruitCanoneer","James Hawkeye",""
"DA_DialogueCharacter_RecruitWoodcutter","Sam Woodwill",""
"DA_DialogueCharacter_RecruitAlchemist","Mary Bullard",""
"DA_DialogueCharacter_BenjaminHornigold","Benjamin Hornigold",""
"DA_DialogueCharacter_Innkeeper","Long Ben",""
"DA_DialogueCharacter_DespairedSailor","Desperate Sailor",""
"DA_DialogueCharacter_JacquesArno","Jacques Arno",""
"DA_DialogueCharacter_WorriedPirate","Worried pirate inside",""
"DA_DialogueCharacter_ResidentOfTortugaSupplies","Запасы продовольствия",""
"DA_DialogueCharacter_DeadCaptainofBrethren","Мертвый член Братства",""
"DA_DialogueCharacter_DeadCultist","Мертвый сектант",""
"DA_DialogueCharacter_LowerDeck","Нижняя палуба",""
"DA_DialogueCharacter_JuanDeLaCosa","Хуан де ла Коса",""
"DA_DialogueCharacter_EmptyCrates","Пустые ящики",""
"DA_DialogueCharacter_Hale","Хейл",""
"DA_DialogueCharacter_OldShipwreck","Обломки старого корабля",""
"DA_DialogueCharacter_GunPowderCrates","Ящики торговой компании",""
"DA_DialogueCharacter_AltarStone","Алтарный камень",""
"DA_DialogueCharacter_Stele","Стела в обсерватории",""
"DA_DialogueCharacter_RotatyDisk","Stone Dial",""
"DA_DialogueCharacter_HullPart","Часть корпуса",""
"DA_DialogueCharacter_FrigateWreck_Elia_BrokenDoor","Сломанная стена",""
"DA_DialogueCharacter_FrigateWreck_Elia_CaptainJournal","Журнал капитана",""
"DA_DialogueCharacter_Notes_Ocean_JuanDeLaCosaJournal","Журнал капитана Хуана де ла Косы",""
"DA_DialogueCharacter_TableFullOfTrash","Заваленный мусором стол",""
"DA_DialogueCharacter_Gravestone","Старое захоронение",""
"DA_DialogueCharacter_BreakTheVeil","Разблокировать завесу",""
"DA_DialogueCharacter_Swamp_AncientDoor_Opened","Opened Treasury",""
"DA_Hiring_RecruitCanoneer_Quote","A cannon speaks louder than words, but a skilled gunner speaks through both",""
"DA_Hiring_RecruitCanoneer_Profession_Name","Cannoneer",""
"DA_Hiring_RecruitCanoneer_Profession_Description","Improves ship artillery capabilities",""
"DA_Hiring_RecruitCanoneer_Perk1_Name","Heavy sharpshooter",""
"DA_Hiring_RecruitCanoneer_Perk1_Description","24-pound guns take 10% less time to aim",""
"DA_Hiring_RecruitCanoneer_Perk2_Name","Reloading prowess",""
"DA_Hiring_RecruitCanoneer_Perk2_Description","Switching ammo type saves 50% of reloading progress",""
"DA_Hiring_RecruitAlchemist_Quote","They say magic is forbidden, but I say ignorance is the true sin",""
"DA_Hiring_RecruitAlchemist_Profession_Name","Alchemist",""
"DA_Hiring_RecruitAlchemist_Profession_Description","Unlocks brewing of very potent potions",""
"DA_Hiring_RecruitAlchemist_Perk1_Name","Potency",""
"DA_Hiring_RecruitAlchemist_Perk1_Description","Increases chance to brew legendary potion by 10%",""
"DA_Hiring_RecruitAlchemist_Perk2_Name","Master of Ingridients",""
"DA_Hiring_RecruitAlchemist_Perk2_Description","Increases yield of components from processed materials by 25%",""
"DA_Hiring_RecruitWoodcutter_Quote","One more tree, one more day. That’s all I need to know",""
"DA_Hiring_RecruitWoodcutter_Profession_Name","Woodcutter",""
"DA_Hiring_RecruitWoodcutter_Profession_Description","Helps with lumber provision",""
"DA_Hiring_RecruitWoodcutter_Perk1_Name","Humble",""
"DA_Hiring_RecruitWoodcutter_Perk1_Description","Requires 25% less payment per job",""
"DA_Hiring_RecruitWoodcutter_Perk2_Name","Rapid production",""
"DA_Hiring_RecruitWoodcutter_Perk2_Description","Requires 25% less time to finish the job",""
"DA_DialogueCharacter_DeadPirate_MapPiece","Мертвый пират",""
"DA_DialogueCharacter_Notes_Highlands_SmallCamp_MainQuest_01_LetterPiece","Кусок Записки",""
"DA_DialogueCharacter_Notes_Ocean_CultistsManifesto","Манифест культистов",""
"DA_DialogueCharacter_Notes_ExquemelinNote","Страница дневника путешественника",""
"Notification_Header_NewDiscovery","New Discovery!",""
"Dialogue_Target_CaptiveSailor","Пленный матрос",""
"NPC_Name_Galen","Гален",""
"NPC_Name_Xant","Джон",""
"NPC_Name_Elia","Elia",""
"NPC_Name_Farmer","Фермер",""
"NPC_Name_Gatherer","Собиратель",""
"NPC_Name_Hunter","Охотник",""
"NPC_Name_Miner","Шахтер",""
"NPC_Name_Herbalist","Травник",""
"NPC_Name_Lumberer","Лесоруб",""
"NPC_Name_ScaredPirate","Трусливый пират",""
"NPC_Name_SailorInCage","Пленный матрос",""
"NPC_Name_ShipPilot","Лоцман",""
"NPC_Name_John","Мортира Джо",""
"NPC_Name_Merchant_Employees","Recruiter",""
"NPC_Name_Merchant_Ships","Ship Merchant",""
"NPC_Name_Merchant_Buyer","Buyer",""
"NPC_Name_Merchant_SellFood","Food Merchant",""
"NPC_Name_Merchant_SellOther","Goods Merchant",""
"NPC_Name_Merchant_SellEquip","Equip Merchant",""
"NPC_Name_Merchant_PlayerBuys","Trade Goods Supplier",""
"NPC_Name_Merchant_PlayerBuys_02","Provisioner",""
"NPC_Name_Merchant_PlayerSells","Buyer",""
"NPC_Name_Merchant_PlayerSells_02","Bounty Agent",""
"NPC_Name_GovernorAssistant","Помощник Губернатора",""
"NPC_Name_FrancoisArno","Francois Arno",""
"NPC_Name_HenriBoucher","Henri Boucher",""
"NPC_Name_Letty","Letty",""
"NPC_Name_MaritaSuares","Marita Suarez",""
"NPC_Name_CharlieSharp","Charlie Sharpe",""
"BP_NPC_Crafter_Blacksmith","Кузнец",""
"BP_NPC_Crafter_Carpenter","Плотник",""
"NPC_Name_Citizen_Worker","Гражданин",""
"NPC_Name_Citizen_Walker","Прохожий",""
"NPC_Name_BotC_Actor","Privateer","Капер"
"NPC_Name_Smugglers_Actor","Smuggler",""
"NPC_Name_Buccaneers_Actor","Buccaneer",""
"NPC_Name_TortugaCitizen_Actor","Townsman",""
"BP_NPC_Crafter_Cook","Повар",""
"Sc_POI_MainQuest_CoastJungle_ShipRepair","Repair",""
"Sc_POI_Firebowl_Highlads_TableWithKey","Look",""
"Sc_POI_Shared_Firebowl_HiddableFirebowl","Pick up",""
"Sc_POI_HighCorruptSwampPlot_01","Look",""
"Sc_POI_ReadTablets","Look",""
"Sc_SideNotification_NotEnoughBowl","Firebowl is missing",""
"Sc_SideNotification_NotEnoughInventorySpace","Недостаточно предметов в инвентаре",""
"DA_VaultDoor_DialogueCharacter_01","Vault door","Дверь в хранилище"
"DA_FortCaptainLog_DialogueCharacter_01","Old skeleton","Старый скелет"
"DA_FortCaptainLog_DialogueCharacter_02","Fort Captain's Log","Журнал капитана форта"
"NPC_Params_CookingStation_Professions_Cook","Cook",""
"NPC_Params_MillstonesStation_Professions_PowderMan","Powderman",""
"NPC_Params_Guests_Professions_Doctor","Doctor",""
"NPC_Params_Guests_Professions_Researcher","Researcher",""
"NPC_Params_AlchemyStation_Professions_Alchemist","Alchemist",""
"NPC_Params_EquipmentStation_Professions_Tailor","Tailor",""
"NPC_Params_Guests_Description_Galen","<T_BOLD>Возраст</>: 32 года\r\n<T_BOLD>Род занятий</>: корабельный врач, натуралист\r\nПроисхождение: Портсмут, Англия\r\n<T_BOLD>Предыстория</>:\r\nСын врача. В юном возрасте потерял семью из-за болезней. Обучался медицине в Лондоне, после чего несколько лет служил в Королевском флоте Великобритании. Во время войны королевы Анны оказался в плену, откуда ему удалось бежать.\r\nВернувшись на службу, доктор Гален начал резко критиковать устоявшиеся порядки и выступать против распространенной практики телесных наказаний, что привело к конфликтам с командованием и к увольнению из флота.\r\nПокинув Англию, он обосновался на Тортуге и нанялся на борт торгового судна в качестве корабельного врача. Во время рейса на корабль напали пираты и взяли доктора в плен. Однако ему снова удалось бежать.\r\n<T_BOLD>Характер</>\r\n• Рассудителен и старается находить научное объяснение необъяснимым явлениям.\r\n• Верит в честь, отвагу и науку, старается держать данное слово.\r\n• Сторонник свободы вероисповедания, равенства и отмены рабства: считает, что все люди равны… хотя бы перед смертью.\r\n• Не может жить без кофе.",""
"NPC_Params_CookingStation_BonusesName_ATalentedChef_Uncommon","<T_UNCOMMON>A Talented Chef</>",""
"NPC_Params_CookingStation_BonusesName_ATalentedPowderman_Uncommon","<T_UNCOMMON>Talented Powderman</>",""
"NPC_Params_BonusesName_PersonalQuest_Description","Has a personal quest (coming in a future update)",""
"NPC_Params_BonusesName_PersonalQuest_Name","<T_LEGENDARY>Personal Quest</> (coming in a future update)",""
"NPC_Params_AlchemyStation_BonusesName_ATalentedAlchemist_Uncommon","<T_UNCOMMON>Talented Alchemist</>",""
"NPC_Params_AlchemyStation_BonusesName_BottleMakerMaster_Common","<T_COMMON>Master Bottle Maker</>",""
"NPC_Params_EquipmentStation_BonusesName_ThriftyTailor_Common","<T_COMMON>Thrifty Tailor</>",""
"NPC_Params_CookingStation_ATalentedChef_Uncommon_Description","30% chance to craft an extra portion",""
"NPC_Params_EquipmentStation_ThriftyTailor_Common_Description","30% chance to recover resources spent on upgrading an item",""
"NPC_Params_AlchemyStation_BottleMakerMaster_Common_Description","Doubles Clay Bottles production",""
"NPC_Params_AlchemyStation_ATalentedAlchemist_Uncommon_Description","30% chance to craft an extra elixir",""
"NPC_Params_MillstonesStation_ATalentedPowderman_Uncommon_Description","Increases Gunpowder production by 50%",""
"NPC_Params_CookingStation_NPCName_BlackAxel","Black Axel",""
"NPC_Params_AlchemyStation_NPCName_Elia","Elia",""
"NPC_Params_AlchemyStation_NPCName_RosalindaMercer","Rosalinda Mercer",""
"NPC_Params_EquipmentStation_NPCName_JasperCrowe","Jasper Crowe",""
"NPC_Params_CookingStation_NPCPhrase_BlackAxel","Что-то я проголодался. А ты нет?",""
"NPC_Params_EquipmentStation_NPCPhrase_JasperCrowe","Сошью новую шляпу так, что и на перчатки материал останется.",""
"NPC_Params_MillstoneStation_NPCPhrase_Mortarman","Любую взрывчатку тебе соберу – был бы порох. Такой БАБАХ устроим, что мертвецы зашевелятся.",""
"NPC_Params_AlchemistStation_NPCPhrase_RosalindaMercer","Все, чего я желаю, это создать идеальную формулу рома. И эликсир жизни. Чтобы пить вечно и не страдать от болей в печени.",""
"NPC_Params_Guests_NPCPhrase_Ksant","Тебя не убедило сражение с целой толпой духов, захвативших тело пирата? Советую расширить границы познания.",""
"NPC_Params_Guests_NPCPhrase_Galen","Пациенты всегда искренни в своих заблуждениях.",""
"NPC_Params_Guests_NPCName_Galen","Гален Скелтон",""
"NPC_Params_Guests_NPCName_Ksant","Джон Доу",""
"NPC_Params_Guests_Description_Ksant","<T_BOLD>Возраст</>: неизвестно\r\n<T_BOLD>Род занятий</>: картограф, путешественник\r\n<T_BOLD>Происхождение</>:\r\nДжон не любит рассказывать о себе. Даже по его акценту сложно понять, где он родился и вырос. Известно только, что он много путешествовал, знает добрый десяток языков и одержим поисками мистических артефактов.\r\nПо его словам, он как раз изучал фрески в одном из древних храмов, когда его взяли в плен пираты Черной Бороды.\r\n<T_BOLD>Характер</>\r\n• Скрытен, при этом уверен в себе, в своих знаниях и навыках.\r\n• Проницателен и подозрителен, словно всегда взвешивает свой следующий шаг.\r\n• Склонен к одиночеству, но умеет при необходимости убеждать и влиять на окружающих.\r\n• Уважает интеллект и силу.",""
"Sc_Boarding_GoFightNotification","Иди в бой, трус!",""
"Sc_Boarding_BoardingSuccessfulNotification","Boarding Successful",""
"Sc_Notification_CoreBuildingSetUnlocked","Basic building set unlocked",""
"Sc_Boarding_BoardingState","Get to the enemy ship and fight",""
"Sc_Boarding_PreBoardingState","Prepare to board enemy ship",""
"Sc_Boarding_PostBoardingState","Return to your ship and take helm to finish boarding",""
"Sc_BossTeleport_Off","Fast Travel (off)",""
"Sc_POI_Highlands_FarmVillage_01_SearchZone","Зона поиска",""
"Sc_PopUp_Demo_ThankYou_1","Thank you for playing the demo of Windrose!",""
"Sc_PopUp_Demo_ThankYou_2","If you liked this small preview we would greatly appreciate if you could Wishlist and Follow the game. If you can share a word about Windrose with your friends we would greatly appreciate it as well! As an indie team we need all the support!",""
"Sc_PopUp_Demo_ThankYou_3","See you soon Captain!",""
"Scenario_KillZone_Header","Blackbeard Blockade",""
"Scenario_KillZone_Description","Leave Water Area immediately or be destroyed",""
"Swamp_SwampAltar_QuestCompleted","Вокруг как будто стало темнее. Больше подношений этот алтарь не примет.",""
"Swamp_SwampAltar_02_01_Altar","Над топями возвышается необычная статуя. Внизу, на постаменте, вы замечаете полустертый барельеф.",""
"Swamp_SwampAltar_02_02_Altar","Человек в набедренной повязке держит в руках подношение для алтаря. Сложно разобрать, что именно он кладет в жертвенную чашу, однако в очертаниях угадываются цветы бромелии.",""
"Swamp_SwampAltar_02_03v1_Player","Возложить подношение <T_GRAY>[30 цветов бромелии]</>",""
"Swamp_SwampAltar_02_03v2_Player","Уйти за подношением  <T_GRAY>[30 цветов бромелии]</>",""
"Swamp_SwampAltar_03_01_Altar","Необычная статуя простирает к вам свои руки, словно хочет обнять. Внизу, на постаменте, вы замечаете едва сохранившийся барельеф.",""
"Swamp_SwampAltar_03_02_Altar","Человек в набедренной повязке бросает в чашу ягоды икако и возносит молитвы. Словно просит прощения за скудную жертву.",""
"Swamp_SwampAltar_03_03v1_Player","Возложить подношение <T_GRAY>[30 ягод икако]</>",""
"Swamp_SwampAltar_03_03v2_Player","Уйти за подношением  <T_GRAY>[30 ягод икако]</>",""
"Swamp_SwampAltar_04_01_Altar","Необычная статуя привлекает ваше внимание. На алтарной чаше перед ней угадываются очертания рисунка.",""
"Swamp_SwampAltar_04_02_Altar","Человек в набедренной повязке кладет в жертвенную чашу несколько пучков целебных трав.",""
"Swamp_SwampAltar_04_03v1_Player","Возложить подношение <T_GRAY>[9 целебных трав]</>",""
"Swamp_SwampAltar_04_03v2_Player","Уйти за подношением  <T_GRAY>[9 целебных трав]</>",""
"Swamp_SwampAltar_05_01_Altar","От каменной статуи волнами исходит тепло. На полустертом рисунке внизу молодой охотник держит в руках подношение для алтаря.",""
"Swamp_SwampAltar_05_02_Altar","Жертвенную чашу он наполняет мясом крокодилов и смиренно ждет благословения.",""
"Swamp_SwampAltar_05_03v1_Player","Возложить подношение <T_GRAY>[5 хвостов крокодила]</>",""
"Swamp_SwampAltar_05_03v2_Player","Уйти за подношением  <T_GRAY>[5 хвостов крокодила]</>",""
"Swamp_SwampAltar_06_01_Altar","Вы замечаете очертания плохо сохранившегося рисунка на алтарной чаше. Молодой охотник готовится принести свой дар.",""
"Swamp_SwampAltar_06_02_Altar","С собой он принес несколько мешочков редких специй.",""
"Swamp_SwampAltar_06_03v1_Player","Возложить подношение <T_GRAY>[5 загадочной специи]</>",""
"Swamp_SwampAltar_06_03v2_Player","Уйти за подношением  <T_GRAY>[5 загадочной специи]</>",""
"Swamp_AncientDoor_Open_01","The door to the treasury stands wide open. Anything worth taking was scavenged long before you arrived.",""
"Swamp_AncientDoor_Open_02","Stone discs with inscriptions are set into niches beside the door. Unfortunately, they are hopelessly stuck due to old age. You can't remove them.",""
"Swamp_AncientDoor_Open_03","There's nothing more to see here.",""
