Key,SourceString,Context
"Playscreen_Text_CoopDescription","You will join your friend’s adventure. Your character’s inventory is shared across all archipelagos.\r\n\r\nYou can join a server <T_BOLD>only within your region.</>\r\n\r\n<T_GOLD>To access the adventure, your friend’s personal ID is required:</>",""
"Popup_Header_Error","Error",""
"Popup_Header_Quit","Quit Game?",""
"Popup_Text_Loading","Loading",""
"SingleplayerScreen_Header_SelectMap","Select map to play:",""
"SingleplayerScreen_Button_StartGame","Start game",""
"SingleplayerScreen_Button_Cancel","Cancel",""
"MultiplayerScreen_Header_SelectServer","Select server to connect:",""
"MultiplayerScreen_Header_SelectedSessionId","Selected session id",""
"MultiplayerScreen_Header_CreateServer","Create server:",""
"MultiplayerScreen_Text_NoServersFound","Servers not found. You can create a server yourself or try refreshing the list of servers.",""
"MultiplayerScreen_Text_CheckIsPersistendIsland","Persistent island",""
"MultiplayerScreen_Text_NoMap","No map selected",""
"MultiplayerScreen_Text_ServerDescription","Selected map: {map}\r\n\r\nServer version: {version}\r\n\r\nPlayers on server: {current}",""
"MultiplayerScreen_Text_ServerMap","Map: {name}",""
"MultiplayerScreen_Text_ServerCreator","Creator: {name}",""
"MultiplayerScreen_Text_SavedServers","Saved servers:",""
"MultiplayerScreen_Text_NoSavesFound","No saves for this map",""
"Multiplayer_Text_SaveProgress","Save Progress On Client",""
"MultiplayerScreen_Subheader_ServerName","Server name:",""
"MultiplayerScreen_Subheader_MapSelection","Map to play:",""
"MultiplayerScreen_Subheader_MapDescription","Map desciption",""
"MultiplayerScreen_Button_Refresh","Refresh list",""
"MultiplayerScreen_Button_CreateServer","Create server",""
"MultiplayerScreen_Button_Connect","Connect",""
"MultiplayerScreen_Button_StartServerAndConnect","Start and connect",""
"MultiplayerScreen_Button_StartSaved","Start saved",""
"MultiplayerScreen_Button_RemoveSaved","Remove saved",""
"MultiplayerScreen_Button_ResetSelectedMapSave","Reset selected map save",""
"MultiplayerScreen_Hint_SetTextName","Your server name displayed in the server list",""
"ServerStatus_Warning_InvalidName","Server name requirements: from 2 up to 10 characters, beginning and ending with an alphanumeric character ([a-z0-9A-Z])",""
"ServerStatus_Warning_AlreadyCreated","Already created",""
"ServerStatus_Warning_WrongServerState","The selected server is unavailable to connect. Reason: Wrong server state. Make sure the server build of this version exists in Artifactory. If this is true, try to refresh the server list after a while.",""
"ServerStatus_Warning_WrongVersion","The selected server is unavailable to connect. Reason: Incompatible version. Check game version in DefaultGame.ini",""
"ServerStatus_Warning_NoAttemptsLeft","CONNECTION ATTEMPTS EXCEEDED\r\n\r\nMake sure the server build of this version exists in Artifactory",""
"ServerStatus_Text_Ready","[READY TO CONNECT]",""
"ServerStatus_Text_NotReady","[SERVER NOT READY]",""
"ServerStatus_Text_WrongVersion","[INCOMPATIBLE VERSION]",""
"ServerStatus_Text_Creating","[CREATING SERVER...]",""
"ServerStatus_Text_CreatingContinue","[CREATING SERVER...]\r\nServer name: {name}",""
"ServerStatus_Text_Connecting","[CONNECTING TO SERVER...]",""
"ServerStatus_Text_EstablishingConnection","[ESTABLISHING CONNECTION...]",""
"ServerStatus_Text_TryingToConnect","[TRYING TO CONNECT...]\r\nAttempt {current}/{limit}",""
"ServerStatus_Text_ConnectionFailed","CONNECTION TO SERVER FAILED",""
"ServerStatus_Text_ConnectionFailedDetailed","CONNECTION TO SERVER FAILED. Code: {Code}; Message: {Message}.",""
"Login_Header_Authorization","Authorization",""
"Login_Header_ConfirmOTP","Confirm OTP Login",""
"Login_Header_PreviousLogin","Logged as",""
"Login_Hint_EnterEmail","Enter email",""
"Login_Hint_OTP","OTP",""
"Login_Enter_Nickname","Enter Your Nickname",""
"Login_Hint_Nickname","Enter name",""
"Lobby_Subheader_CharacterName","Character name",""
"Login_Warning_Nickname","• 1 - 20 characters long\r\n• Not just whitespaces",""
"Login_Button_Login","Login",""
"Login_Button_Relogin","Change account",""
"Login_Button_ReenterEmail","Reenter email",""
"Login_Text_CheckSaveData","Remember me",""
"Lobby_PersonalId_Warning","Your personal ID is permanent and can’t be changed. It allows unlimited players to join, but only 4 can be online at once in your world. There are no passwords or reset options yet. If you share it, ANYONE can join — and you can’t undo it. Share carefully, only with those you trust!",""
"Tech_Watermark_Alias","<{style}>{account_ID}</>\r\n<{style}>{session_ID}</>\r\n<{style}>{datetime}</>\r\n<{style}>CONFIDENTIAL (NDA)</>\r\n<{style}>DO-NOT-DISTRIBUTE</>",""
"Tech_Watermark_DateTimeUTC","{MM}/{DD}/{YYYY}, {hh}:{mm} UTC",""
"Popup_Header_ResetAccount","Reset Account Progress?",""
"Lobby_Button_ResetAccount","Reset Account",""
"Popup_Reset_DataLost","All saved data will be permanently lost. This action cannot be undone.",""
"Popup_Reset_Error","Something went wrong. Please try again later.",""
"Popup_Reset_Timeout","The operation failed due to timeout.",""
"Popup_Reset_NoSave","No game save found.",""
"Popup_Reset_SaveRestored","Game save restored.",""
"WaitForMeta_ErrorMessage","Connection refused. This might occur due to antivirus or firewall blocking the connection. Try temporarily disabling your antivirus or opening the required ports in your firewall.",""
"Character_Select","SELECT YOUR CHARACTER",""
"Character_Create","Create New",""
"Character_Delete","Delete Character",""
"Character_Back","Back",""
"Character_Change_Button","Click to change character",""
"Lobby_Host_Settings_WindowTitle","HOST A GAME",""
"Lobby_Host_Settings_InviteCode","Invite code",""
"Lobby_Host_Settings_DirectIP","Direct IP",""
"Lobby_Host_Settings_ServerPort","Server port",""
"Lobby_Host_Settings_DescriptionForInviteCode","An invite code is needed so that your friends can find and connect to your server.",""
"Lobby_Host_Settings_ButtonCopy","Copy",""
"Lobby_Host_Settings_MaximumPlayers","Maximum players",""
"Lobby_Host_Settings_MaximumPlayersDisclaimer","Warning: More than 4 players may significantly impact performance.",""
"Lobby_Host_Settings_PasswordProtection","Password protection",""
"Lobby_Host_Settings_ConnectionServices","Connection services",""
"Lobby_Host_Settings_ConnectionServicesTooltip","The Connection Service handles two things: registering invite codes for dedicated servers and providing server information to clients (such as IP address, port, and routing points).\r\n\r\n<T_BOLD>In simple terms, all players in a co-op session need access to at least one shared Connection Service.</> If one player doesn’t have access to the same service as the others, they won’t be able to connect together.\r\n\r\nIt’s recommended to use a Connection Service that’s geographically close to you. Keep in mind this service only handles the initial handshake between your game client and the dedicated server, so it does not affect your in-game ping.\r\n\r\nIf all Connection Services appear unavailable, the only way to connect with your friends is by using Direct IP connection.",""
"Lobby_Host_Settings_ServerName","Server name",""
"Lobby_Host_DefaultServerName","Windrose Server",""
"Lobby_Host_Settings_PasswordEnabeling","Use password",""
"Lobby_Host_Settings_WriteYourPassword","Enter password",""
"Lobby_Host_Settings_ShowPassword","Show password",""
"Lobby_Host_Settings_HidePassword","Hide password",""
"Lobby_Host_Settings_ConfirmButton","Confirm",""
"Lobby_Host_Settings_BackButton","Back",""
"Lobby_Host_ErrorServerName","The server name cannot be empty.",""
"Lobby_Host_ErrorLength_Password","The password must be no more than {value} characters long.",""
"Lobby_Host_ErrorLength_InviteCode","Invite code must be no more than {value} characters long.",""
"Lobby_Host_ErrorNotAvailableConnectionService","The connection service you selected is not available.",""
"Lobby_Host_ErrorEmptyConnectionService","No selected connection service.",""
"Lobby_Play_Mode_Selection_Header","SELECT GAME MODE",""
"Lobby_Play_Mode_Selection_Introduction","Introduction",""
"Lobby_Play_Mode_Selection_OfflineSolo","Solo / Offline",""
"Lobby_Play_Mode_Selection_Host","Host a game",""
"Lobby_Play_Mode_Selection_Connect","Connect to server",""
"Lobby_Play_Mode_Selection_NitradoRedirect","Create dedicated server",""
"Lobby_Server_PasswordRequired_PopUp_Header","Password Required",""
"Lobby_Server_PasswordRequired_PopUp_EnterPasswordMessage","Enter the password to connect to the server:",""
"Lobby_Server_PasswordRequired_PopUp_ServerPassword","Server Password",""
"Lobby_Server_PasswordRequired_PopUp_ShowPassword","Show Password?",""
"Lobby_Server_PasswordRequired_PopUp_IncorrectPassword","Incorrect password",""
"Lobby_ServerList_Header","Find Servers",""
"Lobby_ServerList_ServerName","Server name",""
"Lobby_ServerList_NameFilter","Name filter",""
"Lobby_ServerList_MaximumPlayers","Maximum players",""
"Lobby_ServerList_ShowEmptyServers","Show empty servers",""
"Lobby_ServerList_ShowFullServers","Show full servers",""
"Lobby_ServerList_ShowPasswordProtectedServers","Show servers with password",""
"Lobby_ServerList_Button_UpdateServers","Refresh Servers",""
"Lobby_ServerList_Button_UpdateServersStop","Stop",""
"Lobby_ServerList_Checkbox_Passwordprotected","Password protected",""
"Lobby_ServerList_ButtonConnect","Connect",""
"Lobby_ServerList_PlayersCountIndicator","Players: <T_BOLD>{current}/{max}</>",""
"Lobby_WorldCreation_Difficulty","SELECT DIFFICULTY",""
"Lobby_WorldCreation_WorldPropperty","WORLD PROPERTIES",""
"Lobby_WorldCreation_WorldName","World name",""
"Lobby_WorldCreation_EnterWorldName","Enter name",""
"Lobby_WorldCreation_WorldNameError","The world name must be at least 3 characters long.",""
"Lobby_WorldSelection_Header","CHOOSE WORLD TO PLAY",""
"Lobby_WorldSelection_CreateNewButton","Create New",""
"Lobby_WorldSelection_DeleteWorldButton","Delete World",""
"Lobby_WorldSelection_EditWorldButton","Edit World",""
"Lobby_WorldSelection_CreationDate","Created: {date}","as short as possible"
"Lobby_PopupHeader_DeleteCharacter","Delete Character",""
"Lobby_PopupHeader_DeleteWorld","Delete World",""
"Lobby_PopupMessage_DeleteContext","You are about to delete <T_BOLD>{context_name}</>.\r\nThis action cannot be undone.",""
"Login_PlatformError_Failed","Failed",""
"Login_PlatformError_NotFound","Not Found",""
"Login_PlatformError_PasswordMismatch","Password Mismatch",""
"Login_PlatformError_DocumentVersionMismatch","Document Version Mismatch",""
"Login_PlatformError_NotUnique","Not Unique",""
"Login_PlatformError_NoSlotAvailable","No Slot Available",""
"Login_PlatformError_ConnectionError","Connection Error",""
"Login_PlatformError_Cancel","Cancel",""
"Login_PlatformError_JoinError","Join Error: {0}",""
"Login_PlatformError_CompleteOnboarding","You need to complete onboarding first",""
"Login_PlatformError_ConnectionIncorrect","Platform connection Incorrect",""
"Login_PlatformError_ConnectFromIsland","You can only connect to friend from lobby",""
"Login_PlatformError_NoCharacter","To connect to the server you need to create a character",""
"Login_Platform_PlayerConnected","{name} joined the world",""
"Login_Platform_PlayerDisconnected","{name} left the world",""
"Lobby_ServerConnection_UnexpectedError","An unexpected error occured.",""
"Lobby_ServerConnection_ServerNotFound","Server not found",""
"Lobby_ServerConnection_ServerIP","IP address",""
"Lobby_ServerConnection_ServerPort","Port",""
"Lobby_ServerConnection_IncorrectPassword","Incorrect password",""
"Lobby_ServerConnection_ServerClientVersionMissmatch","The client and server versions do not match.",""
"Lobby_ServerConnection_IDIsNotUnique","The invite code is not unique.",""
"Lobby_ServerConnection_ConnectionError","Connection error.",""
"Lobby_WorldDifficultyPresets_Easy","Calm Waters",""
"Lobby_WorldDifficultyPresets_EasyDescription","An easy voyage",""
"Lobby_WorldDifficultyPresets_Medium","High Seas",""
"Lobby_WorldDifficultyPresets_MediumDescription","The intended Windrose experience",""
"Lobby_WorldDifficultyPresets_Hard","Storm's Edge",""
"Lobby_WorldDifficultyPresets_HardDescription","The sea shows no mercy",""
"Lobby_WorldDifficultyPresets_Custom","Captain's Choice",""
"Lobby_WorldDifficultyPresets_CustomDescription","Set the rules of your adventure",""
"Lobby_ServerConnection_Header_FindServer","FIND SERVERS",""
"Lobby_ServerConnection_FindServersByID","Enter invite code",""
"Lobby_ServerConnection_ServerID","Invite code",""
"Lobby_ServerConnection_Button_Find","Find",""
"Lobby_ServerConnection_Button_Remove","Remove",""
"Lobby_ServerConnection_RecentlyPlayed","Recently Played",""
"Lobby_ServerConnection_NoServerGamesPlayedMessage","You haven't played on any server yet.",""
"Lobby_ServerConnection_ServerWorld","Server world:",""
"Lobby_ServerConnection_WriteYourPassword","Enter password",""
"Lobby_ServerConnection_ShowPassword","Show password",""
"Lobby_ServerConnection_Button_Connect","Connect",""
"Lobby_ServerConnection_Button_ConnectViaIP","Connect via IP",""
"Lobby_ServerConnection_OnlinePlayers","Players online:\r\n{current}/{max}",""
"Lobby_ServerConnection_FindAServerByIDMessage","Find a server by invite code or select it from the recent list to connect to it.",""
"Lobby_ServerConnection_TryingToConnectMessage","Trying to connect to the server, please wait...",""
"Lobby_ServerConnection_SearchingServersByIDMessage","Searching server by invite code, please wait...",""
"Lobby_ServerConnection_StatusError","Error",""
"Lobby_DifficultyFloatParameterAlias_Percentage","{value}%",""
"Lobby_DifficultyFloatParameterAlias_Proportion","x{value}",""
"Lobby_DifficultyFloatParameterAlias_Multiplier","{value}",""
"Lobby_DifficultySelecton_EnemyDamageModifier_Name","Enemy Damage Modifier",""
"Lobby_DifficultySelecton_EnemyDamageModifier_Desc","Defines how hard enemies hit you",""
"Lobby_DifficultySelecton_EnemyHealthModifier_Name","Enemy Health Modifier",""
"Lobby_DifficultySelecton_EnemyHealthModifier_Desc","Defines how much Health enemies have",""
"Lobby_DifficultySelecton_EnemyCombatModifier_Name","Combat Difficulty",""
"Lobby_DifficultySelecton_EnemyCombatModifier_Desc","Defines how difficult are boss encounters and how agressive are enemies in general",""
"Lobby_DifficultySelecton_EnemyCombatModifier_Dropdown_Easy","Easy",""
"Lobby_DifficultySelecton_EnemyCombatModifier_Dropdown_Normal","Normal",""
"Lobby_DifficultySelecton_EnemyCombatModifier_Dropdown_Hard","Hard",""
"Lobby_DifficultySelecton_WDSCategory_Combat_Name","Combat settings",""
"Lobby_DifficultySelecton_WDSCategory_Combat_Desc","Settings that affect combat difficulty.",""
"Lobby_DifficultySelecton_WDSCategory_Explore_Name","Exploration settings",""
"Lobby_DifficultySelecton_WDSCategory_Explore_Desc","Settings that affect exploration difficulty.",""
"Lobby_DifficultySelecton_WDSCategory_Multiplayer_Name","Multiplayer settings",""
"Lobby_DifficultySelecton_WDSCategory_Multiplayer_Desc","Settings that affect multiplayer experience",""
"Lobby_DifficultySelecton_EasyExplore_Name","Immersive exploration",""
"Lobby_DifficultySelecton_EasyExplore_Desc","When this option is on it disables markers on the map that highlight points of interest making them harder to find.",""
"Lobby_DifficultySelecton_Coop_SharedQuests_Name","Shared quest progress <T_GOLD>[</><img id=\""Coop\""/><T_GOLD>]</>",""
"Lobby_DifficultySelecton_Coop_SharedQuests_Desc","If any player on the server completes a quest marked as a co-op quest, it auto-completes for all players who currently have it active.",""
"Lobby_DifficultySelecton_Coop_StatsCorrectionModifier_Name","Co-op Enemy Scaling",""
"Lobby_DifficultySelecton_Coop_StatsCorrectionModifier_Desc","Adjusts enemy Health and how fast enemies lose Posture based on the number of players on the server.",""
"Lobby_DifficultySelecton_Coop_ShipStatsCorrectionModifier_Name","Co-op Enemy Ship Scaling",""
"Lobby_DifficultySelecton_Coop_ShipStatsCorrectionModifier_Desc","Adjusts enemy Ship Health based on the number of players on the server.",""
"Lobby_DifficultySelecton_BoardingDifficulty_Name","Boarding Difficulty",""
"Lobby_DifficultySelecton_BoardingDifficulty_Desc","Defines how many enemy sailors must be defeated to win a boarding action.",""
"Lobby_DifficultySelecton_EnemyShipsDamageModifier_Name","Enemy Ships Damage Modifier",""
"Lobby_DifficultySelecton_EnemyShipsDamageModifier_Desc","Defines how much Damage enemy ships deal",""
"Lobby_DifficultySelecton_EnemyShipsHealthModifier_Name","Enemy Ships Health Modifier",""
"Lobby_DifficultySelecton_EnemyShipsHealthModifier_Desc","Defines how much Ship Health enemy ships have",""
"Lobby_DefaultName_Character","Adventurer",""
"Lobby_DefaultName_World","The Archipelago",""
"Lobby_ServerConnection_FindedFewServersByID","С этим ID найдено несколько серверов, пожалуйста выберите нужный:",""
"Lobby_ServerConnection_FindedMultipleServers","Найдено несколько серверов",""
"Lobby_ServerConnection_ForceRelayOption","Force Relay Connection",""
"Lobby_ServerConnection_ForceRelayDescription","<T_BOLD>EXPERIMENTAL. Only try this option if you cannot connect to your friend’s server. This does not work with Direct IP connections.</>\r\n\r\nSometimes players are unable to connect directly to their friends’ games because P2P traffic is blocked along the route. This can happen for many reasons, such as router settings, ISP restrictions, firewall restrictions, and more. Enabling this option will route your traffic through a special relay service, which may help bypass these restrictions.\r\n \r\n<T_NEG>Please note that enabling this option may increase your ping.</>",""
"Lobby_ConnectionService_Status_Available","AVAILABLE",""
"Lobby_ConnectionService_Status_Unavailable","N/A",""
"Lobby_ConnectionService_Name_EU","EU & NA",""
"Lobby_ConnectionService_Name_SEA","SEA",""
"Lobby_ConnectionService_Name_CIS","CIS",""
"EntranceHall_Display_DataValidation","Data Validation In Progress",""
"EntranceHall_Header_CorruptedAccount","ACCOUNT:\r\nLooks like parts of your save files are broken",""
"EntranceHall_Header_CorruptedAccountV1","ACCOUNT:\r\nFailed to migrate some of your save files to the new game version",""
"EntranceHall_Header_CorruptedCharacters","CHARACTERS:\r\nLooks like parts of your save files are broken",""
"EntranceHall_Header_CorruptedCharactersV1","CHARACTERS:\r\nFailed to migrate some of your save files to the new game version",""
"EntranceHall_Header_CorruptedWorlds","WORLDS:\r\nLooks like parts of your save files are broken",""
"EntranceHall_Header_CorruptedWorldsV1","WORLDS:\r\nFailed to migrate some of your save files to the new game version",""
"EntranceHall_Header_UnknownGroup","Looks like parts of your save files are broken",""
"EntranceHall_FileStatus_Fine","<T_POS>Fine</>",""
"EntranceHall_FileStatus_FailedToLoad","<T_BGRAY>Failed to load record from:</>\r\n<T_GRAY>{filename}</>",""
"EntranceHall_RecordStatus_RestoreFromBackup","<T_GOLD>Attempt to restore from backup copy dated:</>\r\n<T_BOLD>{datetime}</>",""
"EntranceHall_RecordStatus_Delete","<T_NEG>Unable to locate a backup copy. Record will be deleted.</>",""
"EntranceHall_RecordStatus_FailedMigration","<T_NEG>Data is broken and cannot be migrated to the new version. Record will be deleted.</>",""
"EntranceHall_Subheader_Entry","Entry:",""
"EntranceHall_Subheader_Action","Action to follow:",""
"EntranceHall_Text_UnknownRecord","?????",""
"EntranceHall_Text_Account","Account data",""
"EntranceHall_Text_ErrorTooltip","<T_BOLD>SYSTEM MESSAGE:</>\r\n{message}",""
