Key,SourceString,Context
"InputAction_Name_DisableCombat","Disable Combat",""
"InputAction_Name_EnableCombat","Enable Combat",""
"InputAction_Name_DisembarkCaptain","Disembark Captain",""
"InputAction_Name_Teleport","Teleport",""
"InputAction_Name_ToggleControlsInfo","Toggle Controls Info",""
"InputAction_Name_Rotation","Rotation",""
"InputAction_Name_ShipShot","Ship Shot",""
"InputAction_Name_ShipToggleSail","Ship Toggle Sail",""
"InputAction_Name_NextShanty","Next shanty",""
"InputAction_Name_ShowSelectionRing","Show selection ring",""
"InputAction_Name_HUDVisiblity","Toggle in-game HUD",""
"InputAction_Name_UseSlot1","Use Slot 1",""
"InputAction_Name_UseSlot2","Use Slot 2",""
"InputAction_Name_UseSlot3","Use Slot 3",""
"InputAction_Name_UseSlot4","Use Slot 4",""
"InputAction_Name_UseSlot5","Use Slot 5",""
"InputAction_Name_UseSlot6","Use Slot 6",""
"InputAction_Name_UseSlot7","Use Slot 7",""
"InputAction_Name_UseSlot8","Use Slot 8",""
"InputAction_Name_UseSlot9","Use Slot 9",""
"InputAction_Name_UseSlot10","Use Slot 10",""
"InputAction_Name_ShovelPreviousMode","Shovel: Previous Mode",""
"InputAction_Name_ShovelNextMode","Shovel: Next Mode",""
"InputAction_Name_Equip","Use / Equip",""
"InputAction_Name_ShipAim","RMB to aim",""
"InputAction_Name_OpenVoyage","Voyage",""
"InputAction_Name_ConfirmVoyage","Confirm Voyage",""
"InputAction_Name_MoveMap","Move Map",""
"InputAction_Name_MapPlaceMarker","Map Place Marker",""
"InputAction_Name_MapZoom","Map Zoom",""
"InputAction_Name_ToggleQuests","Toggle Quests",""
"InputAction_Name_ToggleGamepadCursorMode","Toggle Controller Cursor Mode",""
"InputAction_Name_EscapeMenu","Game Menu",""
"InputAction_Name_VirtualAccept","Accept",""
"InputAction_Name_MapDestroyMarker","Map Destroy Marker",""
"InputAction_Name_ToggleStatScreen","Toggle Stat Screen",""
"InputAction_Name_TakeAll","Take All",""
"InputAction_Name_AddToQueue","Add To Queue",""
"InputAction_Name_Take","Take",""
"InputAction_Name_ChangeFocus","Change Focus",""
"InputAction_Name_BuildingOptions","Building Options",""
"InputAction_Name_CannonballSelector","Change Ammo",""
"InputAction_Name_Confirm","Confirm",""
"InputAction_Name_SkipCutscene","Skip cutscene",""
"InputAction_Name_Deselect","Deselect",""
"InputAction_Name_Cancel","Cancel",""
"InputAction_Name_ResetTalent","Reset Points",""
"InputAction_Name_Comics_TogglePlay","Story: Play/Pause",""
"InputAction_Name_Comics_NextPage","Story: Next Page",""
"InputAction_Name_Comics_PreviousPage","Story: Previous Page",""
"InputAction_Name_Comics_GoToStart","Story: First Page",""
"InputAction_Name_Comics_GoToEnd","Story: Last Page",""
"InputAction_Name_Comics_Close","Story: Close",""
"InputAction_Name_Value_Decrease","Decrease Value",""
"InputAction_Name_Value_Increase","Increase Value",""
"InputAction_Name_MainUIAction","Confirm Operation",""
"InputAction_Name_GamepadChord","Switch action slots [1-4] to [5-8]",""
"InputAction_Alias_Hold","{name} (hold)",""
