Key,SourceString,Context
"Settings_Description_FrameRateLimit","Set Frame Rate Limit",""
"Settings_Option_NoLimit","No Frame Rate Limit",""
"Settings_Option_30FPS","30 FPS",""
"Settings_Option_40FPS","40 FPS",""
"Settings_Option_60FPS","60 FPS",""
"Settings_Option_120FPS","120 FPS",""
"Settings_SettingName_CharacterBloodWound","Blood Wounds Effect",""
"Settings_SettingDescription_CharacterBloodWound","Blood Wound",""
"Settings_SettingName_CharacterDirt","Character Dirt Effect",""
"Settings_SettingDescription_CharacterDirt","Character Dirt",""
"Settings_SettingName_LensDirtEffect","Lens Dirt Effect",""
"Settings_SettingDescription_LensEffect","Description Lens Dirt Effect",""
"Settings_Gamepad_Disclaimer","Controller support is currently very limited. We’re sorry for the inconvenience—once we have time to support it properly, we will!",""
"Settings_SettingName_UpscalerEnable","Upscaler",""
"Settings_SettingDescription_UpscalerEnable","Turn ON Upscaler",""
"Settings_OptionName_DLSSOff","Off",""
"Settings_OptionName_DLAA","DLAA",""
"Settings_OptionName_UpscalerQuality","Quality",""
"Settings_OptionName_UpscalerBalanced","Balanced",""
"Settings_OptionName_UpscalerPerformance","Performance",""
"Settings_OptionName_UpscalerUltraPerformance","Ultra Performance",""
"Settings_OptionName_UpscalerCustom","Custom",""
"Settings_SettingName_UpscalerTypeMode","Upscaler Type",""
"Settings_Description_UpscalerMode","Change Upscaler Type",""
"Settings_OptionName_UpscalerTSR","TSR",""
"Settings_OptionName_UpscalerDLSS","DLSS",""
"Settings_OptionName_UpscalerFSR","FSR",""
"Settings_OptionName_UpscalerDLAA","DLAA",""
"Settings_OptionName_UpscalerNative","Native",""
"Settings_SettingName_DLSSGenerationMode","Frame Generation",""
"Settings_Description_DLSSGenerationMode","Frame Generation",""
"Settings_OptionName_GenerationAutoMode","Auto",""
"Settings_OptionName_Generation2XMode","2X Mode",""
"Settings_OptionName_Generation3XMode","3X Mode",""
"Settings_OptionName_Generation4XMode","4X Mode",""
"Settings_SettingName_DLSSReflexMode","Reflex mode",""
"Settings_Description_DLSSReflexMode","Reflex mode",""
"Settings_OptionName_DLSSReflexModeOff","Off",""
"Settings_OptionName_DLSSReflexModeBoost","Boost",""
"Settings_OptionName_DLSSReflexModeEnabled","Enabled",""
"Settings_SettingName_SharpnessStrength","Sharpness",""
"Settings_Description_SharpnessStrength","Sharpness Strength",""
"Settings_Value_SharpnessStrengthFormat","{0} %",""
"Settings_OptionName_GenerationTypeOff","Off",""
"Settings_OptionName__GenerationTypeFSR","FSR Frame Gen",""
"Settings_OptionName__GenerationTypeDLSS","DLSS Frame Gen",""
"Settings_SettingName_GenerationType","Frame Generation Type",""
"Settings_Description_GenerationType","Creates intermediate frames to improve frame rate and smoothness. For best results, make sure your monitor refresh rate and in-game frame limit are set above 60 Hz.",""
"Settings_Description_HardwareAcceleratedScheduling","Required Hardware Acceleration Scheduling to ON",""
"Settings_DisableReason_ScaleChanger","Upscaler enabled",""
"Settings_DisableReason_UpscalerQualityType","Upscaler dont turn on",""
"Settings_DisableReason_GenerationType","Generation doesnt work",""
"Settings_DisableReason_ReflexMode","Reflex doesnt supported",""
"Settings_SettingName_FOVChanger","Camera FOV",""
"Settings_Description_FOVChanger","Changes your field of view setting.",""
"Settings_SettingFormat_FOVChanger","+{0}",""
"Settings_SettingName_UIPointerSensitivity","UI Pointer Sensitivity",""
"Settings_Description_UIPointerSensitivity","Changes the speed at which the pointer moves in the menu",""
"Settings_Sensitivity_Slow1","1 (Slow)",""
"Settings_Sensitivity_Slow2","2 (Slow+)",""
"Settings_Sensitivity_Slow3","3 (Slow++)",""
"Settings_Sensitivity_Normal1","4 (Normal)",""
"Settings_Sensitivity_Normal2","5 (Normal+)",""
"Settings_Sensitivity_Normal3","6 (Normal++)",""
"Settings_Sensitivity_Fast1","7 (Fast)",""
"Settings_Sensitivity_Fast2","8 (Fast+)",""
"Settings_Sensitivity_Fast3","9 (Fast++)",""
"Settings_Sensitivity_Insane","10 (Insane)",""
"Settings_SettingName_WidescreenRatio","HUD Horizontal Contraction Ratio",""
"Settings_Description_WidescreenRatio","Determines how far the HUD is from the edges of the screen horizontally (useful for widescreen displays).",""
