Key,SourceString,Context
"GE_Jewelry_Necklace_KillLifesteal_Cooldown_Name","Кулдаун",""
"GE_Jewelry_Necklace_PostureForDmg_UIEffect_Name","Баланс восстановлен!",""
"GE_Jewelry_Necklace_StacksForRangeDmgBonus_Attribute_Name","Урон в дальнем бою увеличен",""
"GE_Jewelry_Necklace_Berserk_Attribute_Desc","Пускай вы и ранены, зато бьетесь отчанно.\r\n\r\nИсточник: Ожерелье",""
"GE_Jewelry_Necklace_CorruptDmgBuff_Attribute_Desc","Древнее проклятье постепенно убивает, но ваши руки наполняются силой.\r\n\r\nИсточник: Ожерелье",""
"GE_Jewelry_Necklace_DashDmgBonusAdd_Attribute_Desc","Идеальный момент для атаки!\r\n\r\nИсточник: Ожерелье",""
"GE_Jewelry_Necklace_KillLifesteal_Cooldown_Desc","Прежде чем убийство ицелит вас, придется подождать когда Голодный Бог оголодает вновь...\r\n\r\nИсточник: Ожерелье",""
"GE_Jewelry_Necklace_PostureForDmg_UIEffect_Desc","Лучшая защита - это нападение!\r\n\r\nИсточник: Ожерелье",""
"GE_Jewelry_Necklace_StacksForRangeDmgBonus_Attribute_Desc","Следующий выстрел нанесет больше урона. Хороший стрелок ждет подходящего момента.\r\n\r\nИсточник: Ожерелье",""
"GE_Wpn_TwoHand_Soulddrinker_SouldHarves_CooldownBuff","Souldrinker: Cooldown",""
"GE_Wpn_TwoHand_Soulddrinker_SouldHarves_CooldownBuff_Desc","Special attack will become avaialble after cooldown ends",""
