Key,SourceString,Context
"Ship_Buff_Repair_Small","Repair Kit",""
"Ship_Buff_Repair_Base","Combat Repair Kit",""
"Ship_Buff_Repair_Big","Master Combat Repair Kit",""
"Ship_Buff_Rum_Defence","Hard Grog",""
"Ship_Buff_Rum_Reload","Gunroom Grog",""
"Ship_Buff_Rum_Precision","Deadeye Grog",""
"Ship_Buff_PerfectTiming","Increased Reload Speed",""
"Ship_Debuff_Vulnerability","Raked",""
"Ship_Debuff_Suppression","Broken Fire",""
"Ship_Debuff_LightSailDamage","Light Sail Damage",""
"Ship_Debuff_MediumSailDamage","Medium Sail Damage",""
"Ship_Buff_Reserves_Small_Name","Light maintenance",""
"Ship_Buff_Reserves_Medium_Name","Standart maintenance",""
"Ship_Buff_Reserves_Big_Name","Full maintenance",""
"Ship_Buff_Reserves_Small_Description","Small Ship Health increase for 30 minutes.",""
"Ship_Buff_Reserves_Medium_Description","Small Ship Health increase for 1 hour.",""
"Ship_Buff_Reserves_Big_Description","Significant Ship Health increase for 1 hour.",""
"Ship_Buff_Reserves_Small_Effect","Reserves: Ship Health Increased",""
"Ship_Buff_Reserves_Medium_Effect","Reserves: Ship Health Increased",""
"Ship_Buff_Reserves_Big_Effect","Reserves: Ship Health Increased",""
"Ship_Customization_SlotTooltip","<T_BOLD>{name}</>\r\n \r\n{description}",""
"Ship_Customization_GroupName_Hull","Hull",""
"Ship_Customization_GroupName_Sails","Sails",""
"Ship_Customization_GroupName_Flag","Flag",""
